channel,n_frames,mean_run1,mean_run2,max_diff,finite
DA,345,0.27943745255470276,0.27943745255470276,0.0,True
NE,345,0.7209739089012146,0.7209739089012146,0.0,True
OPI,345,0.5608977675437927,0.5608977675437927,0.0,True
5HT,345,0.210939422249794,0.210939422249794,0.0,True
