family,mech,dim,p,column,source
f7,f7/stc,F0:connectivity_pred,0.0252,p,V1/results/f7/stc/report.md
f7,f7/stc,F1:respiratory_pred,0.0001,p,V1/results/f7/stc/report.md
f7,f7/stc,F2:vocal_pred,0.2159,p,V1/results/f7/stc/report.md
f7,f7/stc,E0:f28_interoceptive_coupling,0.0605,p,V1/results/f7/stc/report.md
f7,f7/stc,E1:f29_respiratory_integration,0.6821,p,V1/results/f7/stc/report.md
f7,f7/stc,E2:f30_speech_sensorimotor,0.0862,p,V1/results/f7/stc/report.md
f7,f7/stc,M0:connectivity_strength,0.0021,p,V1/results/f7/stc/report.md
f7,f7/stc,M1:respiratory_index,0.0705,p,V1/results/f7/stc/report.md
f7,f7/stc,M2:voice_body_coupling,0.2812,p,V1/results/f7/stc/report.md
f7,f7/stc,P0:insula_activity,0.0206,p,V1/results/f7/stc/report.md
f7,f7/stc,P1:vocal_motor,0.0758,p,V1/results/f7/stc/report.md
f7,f7/stc,F0:connectivity_pred,0.0364,p,V1/results/f7/stc/report.md
f7,f7/stc,F1:respiratory_pred,0.5094,p,V1/results/f7/stc/report.md
f7,f7/stc,F2:vocal_pred,0.85,p,V1/results/f7/stc/report.md
f7,f7/vrmsme,f16:music_enhancement,0.0037,p,V1/results/f7/vrmsme/report.md
f7,f7/vrmsme,f17:bilateral_activation,0.0007,p,V1/results/f7/vrmsme/report.md
f7,f7/vrmsme,f18:network_connectivity,0.0,p,V1/results/f7/vrmsme/report.md
f7,f7/vrmsme,M0:vrms_advantage,0.0037,p,V1/results/f7/vrmsme/report.md
f7,f7/vrmsme,M1:bilateral_index,0.0007,p,V1/results/f7/vrmsme/report.md
f7,f7/vrmsme,M2:connectivity_strength,0.0,p,V1/results/f7/vrmsme/report.md
f7,f7/vrmsme,P0:motor_drive,0.0,p,V1/results/f7/vrmsme/report.md
f7,f7/vrmsme,P1:sensorimotor_sync,0.0,p,V1/results/f7/vrmsme/report.md
f7,f7/vrmsme,F0:enhancement_pred,0.0005,p,V1/results/f7/vrmsme/report.md
f7,f7/vrmsme,F1:connectivity_pred,0.0122,p,V1/results/f7/vrmsme/report.md
f7,f7/vrmsme,F2:bilateral_pred,0.0007,p,V1/results/f7/vrmsme/report.md
f7,f7/vrmsme,f16:music_enhancement,0.2255,p,V1/results/f7/vrmsme/report.md
f7,f7/vrmsme,f17:bilateral_activation,0.132,p,V1/results/f7/vrmsme/report.md
f7,f7/vrmsme,f18:network_connectivity,0.0854,p,V1/results/f7/vrmsme/report.md
f7,f7/vrmsme,M0:vrms_advantage,0.2255,p,V1/results/f7/vrmsme/report.md
f7,f7/vrmsme,M1:bilateral_index,0.132,p,V1/results/f7/vrmsme/report.md
f7,f7/vrmsme,M2:connectivity_strength,0.8143,p,V1/results/f7/vrmsme/report.md
f7,f7/vrmsme,P0:motor_drive,0.0012,p,V1/results/f7/vrmsme/report.md
f7,f7/vrmsme,P1:sensorimotor_sync,0.0301,p,V1/results/f7/vrmsme/report.md
f7,f7/vrmsme,F0:enhancement_pred,0.7532,p,V1/results/f7/vrmsme/report.md
f7,f7/vrmsme,F1:connectivity_pred,0.0445,p,V1/results/f7/vrmsme/report.md
f7,f7/vrmsme,F2:bilateral_pred,0.0017,p,V1/results/f7/vrmsme/report.md
f8,f8/cdmr,f01:mismatch_amplitude,0.0001,p,V1/results/f8/cdmr/report.md
f8,f8/cdmr,f02:context_modulation,0.0001,p,V1/results/f8/cdmr/report.md
f8,f8/cdmr,f03:subadditivity_index,0.0001,p,V1/results/f8/cdmr/report.md
f8,f8/cdmr,f04:expertise_effect,0.0004,p,V1/results/f8/cdmr/report.md
f8,f8/cdmr,M0:melodic_expectation,0.0001,p,V1/results/f8/cdmr/report.md
f8,f8/cdmr,M1:deviance_history,0.0001,p,V1/results/f8/cdmr/report.md
f8,f8/cdmr,P0:mismatch_signal,0.0001,p,V1/results/f8/cdmr/report.md
f8,f8/cdmr,P1:context_state,0.0001,p,V1/results/f8/cdmr/report.md
f8,f8/cdmr,P2:binding_state,0.0001,p,V1/results/f8/cdmr/report.md
f8,f8/cdmr,F0:next_deviance,0.0001,p,V1/results/f8/cdmr/report.md
f8,f8/cdmr,F1:context_continuation,0.0001,p,V1/results/f8/cdmr/report.md
f8,f8/cdmr,mmn_amplitude_uV,0.001,p,V1/results/f8/cdmr/report.md
f8,f8/cdmr,p300_latency_ms,0.005,p,V1/results/f8/cdmr/report.md
f8,f8/cdmr,frequency_discrimination_hz,0.0001,p,V1/results/f8/cdmr/report.md
f8,f8/cdmr,gap_detection_ms,0.001,p,V1/results/f8/cdmr/report.md
f8,f8/cdmr,rhythm_sync_cv,0.001,p,V1/results/f8/cdmr/report.md
f8,f8/cdmr,pitch_memory_semitones,0.0001,p,V1/results/f8/cdmr/report.md
f8,f8/cdmr,gray_matter_HG_mm3,0.001,p,V1/results/f8/cdmr/report.md
f8,f8/cdmr,white_matter_CC_fa,0.01,p,V1/results/f8/cdmr/report.md
f8,f8/ect,f01:within_efficiency,0.0,p,V1/results/f8/ect/report.md
f8,f8/ect,f02:between_reduction,0.0001,p,V1/results/f8/ect/report.md
f8,f8/ect,f03:trade_off_ratio,0.0003,p,V1/results/f8/ect/report.md
f8,f8/ect,f04:flexibility_index,0.0002,p,V1/results/f8/ect/report.md
f8,f8/ect,training_history,0.0001,p,V1/results/f8/ect/report.md
f8,f8/ect,network_state,0.0001,p,V1/results/f8/ect/report.md
f8,f8/ect,task_memory,0.0001,p,V1/results/f8/ect/report.md
f8,f8/ect,within_binding,0.0001,p,V1/results/f8/ect/report.md
f8,f8/ect,network_isolation,0.0001,p,V1/results/f8/ect/report.md
f8,f8/ect,transfer_limit,0.0001,p,V1/results/f8/ect/report.md
f8,f8/ect,efficiency_opt,0.0003,p,V1/results/f8/ect/report.md
f8,f8/ect,flexibility_recovery,0.0001,p,V1/results/f8/ect/report.md
f8,f8/ect,compartmentalization_cost,0.0001,p,V1/results/f8/ect/report.md
f8,f8/ect,transfer_limitation,0.0001,p,V1/results/f8/ect/report.md
f8,f8/ect,mmn_amplitude_uV,0.001,p,V1/results/f8/ect/report.md
f8,f8/ect,p300_latency_ms,0.005,p,V1/results/f8/ect/report.md
f8,f8/ect,frequency_discrimination_hz,0.0001,p,V1/results/f8/ect/report.md
f8,f8/ect,gap_detection_ms,0.001,p,V1/results/f8/ect/report.md
f8,f8/ect,rhythm_sync_cv,0.001,p,V1/results/f8/ect/report.md
f8,f8/ect,pitch_memory_semitones,0.0001,p,V1/results/f8/ect/report.md
f8,f8/ect,gray_matter_HG_mm3,0.001,p,V1/results/f8/ect/report.md
f8,f8/ect,white_matter_CC_fa,0.01,p,V1/results/f8/ect/report.md
f8,f8/ednr,f01:within_connectivity,0.0003,p,V1/results/f8/ednr/report.md
f8,f8/ednr,f02:between_connectivity,0.3156,p,V1/results/f8/ednr/report.md
f8,f8/ednr,f03:compartmentalization,0.0,p,V1/results/f8/ednr/report.md
f8,f8/ednr,f04:expertise_signature,0.0001,p,V1/results/f8/ednr/report.md
f8,f8/ednr,network_architecture,0.0002,p,V1/results/f8/ednr/report.md
f8,f8/ednr,compartmentalization_idx,0.0,p,V1/results/f8/ednr/report.md
f8,f8/ednr,current_compartm,0.0002,p,V1/results/f8/ednr/report.md
f8,f8/ednr,network_isolation,0.0001,p,V1/results/f8/ednr/report.md
f8,f8/ednr,optimal_config_pred,0.0,p,V1/results/f8/ednr/report.md
f8,f8/ednr,processing_efficiency,0.0001,p,V1/results/f8/ednr/report.md
f8,f8/ednr,network_specialization,0.0,p,V1/results/f8/ednr/report.md
f8,f8/ednr,within_connectivity,0.0002,p,V1/results/f8/ednr/report.md
f8,f8/ednr,mmn_amplitude_uV,0.001,p,V1/results/f8/ednr/report.md
f8,f8/ednr,p300_latency_ms,0.005,p,V1/results/f8/ednr/report.md
f8,f8/ednr,frequency_discrimination_hz,0.0001,p,V1/results/f8/ednr/report.md
f8,f8/ednr,gap_detection_ms,0.001,p,V1/results/f8/ednr/report.md
f8,f8/ednr,rhythm_sync_cv,0.001,p,V1/results/f8/ednr/report.md
f8,f8/ednr,pitch_memory_semitones,0.0001,p,V1/results/f8/ednr/report.md
f8,f8/ednr,gray_matter_HG_mm3,0.001,p,V1/results/f8/ednr/report.md
f8,f8/ednr,white_matter_CC_fa,0.01,p,V1/results/f8/ednr/report.md
f8,f8/esme,f01:pitch_mmn,0.0,p,V1/results/f8/esme/report.md
f8,f8/esme,f02:rhythm_mmn,0.0,p,V1/results/f8/esme/report.md
f8,f8/esme,f03:timbre_mmn,0.0,p,V1/results/f8/esme/report.md
f8,f8/esme,f04:expertise_enhancement,0.0,p,V1/results/f8/esme/report.md
f8,f8/esme,M0:mmn_expertise_function,0.0,p,V1/results/f8/esme/report.md
f8,f8/esme,P0:pitch_deviance_detection,0.0,p,V1/results/f8/esme/report.md
f8,f8/esme,P1:rhythm_deviance_detection,0.0,p,V1/results/f8/esme/report.md
f8,f8/esme,P2:timbre_deviance_detection,0.0,p,V1/results/f8/esme/report.md
f8,f8/esme,F0:feature_enhancement_pred,0.0,p,V1/results/f8/esme/report.md
f8,f8/esme,F1:expertise_transfer_pred,0.0,p,V1/results/f8/esme/report.md
f8,f8/esme,F2:developmental_trajectory,0.0,p,V1/results/f8/esme/report.md
f8,f8/esme,expertise_enhancement,0.0,p,V1/results/f8/esme/report.md
f8,f8/esme,pitch_mmn,0.0,p,V1/results/f8/esme/report.md
f8,f8/esme,rhythm_mmn,0.0,p,V1/results/f8/esme/report.md
f8,f8/esme,timbre_mmn,0.0,p,V1/results/f8/esme/report.md
f8,f8/esme,expertise_trajectory,0.0,p,V1/results/f8/esme/report.md
f8,f8/esme,mmn_amplitude_uV,0.001,p,V1/results/f8/esme/report.md
f8,f8/esme,p300_latency_ms,0.005,p,V1/results/f8/esme/report.md
f8,f8/esme,frequency_discrimination_hz,0.0001,p,V1/results/f8/esme/report.md
f8,f8/esme,gap_detection_ms,0.001,p,V1/results/f8/esme/report.md
f8,f8/esme,rhythm_sync_cv,0.001,p,V1/results/f8/esme/report.md
f8,f8/esme,pitch_memory_semitones,0.0001,p,V1/results/f8/esme/report.md
f8,f8/esme,gray_matter_HG_mm3,0.001,p,V1/results/f8/esme/report.md
f8,f8/esme,white_matter_CC_fa,0.01,p,V1/results/f8/esme/report.md
f8,f8/slee,f01:statistical_model,0.0001,p,V1/results/f8/slee/report.md
f8,f8/slee,f02:detection_accuracy,0.0001,p,V1/results/f8/slee/report.md
f8,f8/slee,f03:multisensory_integration,0.0001,p,V1/results/f8/slee/report.md
f8,f8/slee,f04:expertise_advantage,0.0003,p,V1/results/f8/slee/report.md
f8,f8/slee,M0:exposure_model,0.0001,p,V1/results/f8/slee/report.md
f8,f8/slee,M1:pattern_memory,0.0001,p,V1/results/f8/slee/report.md
f8,f8/slee,M2:expertise_state,0.0001,p,V1/results/f8/slee/report.md
f8,f8/slee,P0:expectation_formation,0.0001,p,V1/results/f8/slee/report.md
f8,f8/slee,P1:cross_modal_binding,0.0001,p,V1/results/f8/slee/report.md
f8,f8/slee,P2:pattern_segmentation,0.0001,p,V1/results/f8/slee/report.md
f8,f8/slee,F0:next_probability,0.0001,p,V1/results/f8/slee/report.md
f8,f8/slee,F1:regularity_continuation,0.0001,p,V1/results/f8/slee/report.md
f8,f8/slee,F2:detection_predict,0.0001,p,V1/results/f8/slee/report.md
f8,f8/slee,statistical_model,0.0001,p,V1/results/f8/slee/report.md
f8,f8/slee,detection_accuracy,0.0001,p,V1/results/f8/slee/report.md
f8,f8/slee,multisensory_binding,0.0001,p,V1/results/f8/slee/report.md
f8,f8/slee,mmn_amplitude_uV,0.001,p,V1/results/f8/slee/report.md
f8,f8/slee,p300_latency_ms,0.005,p,V1/results/f8/slee/report.md
f8,f8/slee,frequency_discrimination_hz,0.0001,p,V1/results/f8/slee/report.md
f8,f8/slee,gap_detection_ms,0.001,p,V1/results/f8/slee/report.md
f8,f8/slee,rhythm_sync_cv,0.001,p,V1/results/f8/slee/report.md
f8,f8/slee,pitch_memory_semitones,0.0001,p,V1/results/f8/slee/report.md
f8,f8/slee,gray_matter_HG_mm3,0.001,p,V1/results/f8/slee/report.md
f8,f8/slee,white_matter_CC_fa,0.01,p,V1/results/f8/slee/report.md
f8,f8/tscp,f01:trained_timbre_response,0.0001,p,V1/results/f8/tscp/report.md
f8,f8/tscp,f02:timbre_specificity,0.0,p,V1/results/f8/tscp/report.md
f8,f8/tscp,f03:plasticity_magnitude,0.0001,p,V1/results/f8/tscp/report.md
f8,f8/tscp,M0:enhancement_function,0.0,p,V1/results/f8/tscp/report.md
f8,f8/tscp,P0:recognition_quality,0.0,p,V1/results/f8/tscp/report.md
f8,f8/tscp,P1:enhanced_response,0.0001,p,V1/results/f8/tscp/report.md
f8,f8/tscp,P2:timbre_identity,0.0,p,V1/results/f8/tscp/report.md
f8,f8/tscp,F0:timbre_continuation,0.0,p,V1/results/f8/tscp/report.md
f8,f8/tscp,F1:cortical_enhancement_pred,0.0,p,V1/results/f8/tscp/report.md
f8,f8/tscp,F2:generalization_pred,0.0,p,V1/results/f8/tscp/report.md
f8,f8/tscp,trained_timbre_recognition,0.0,p,V1/results/f8/tscp/report.md
f8,f8/tscp,plasticity_magnitude,0.0001,p,V1/results/f8/tscp/report.md
f8,f8/tscp,mmn_amplitude_uV,0.001,p,V1/results/f8/tscp/report.md
f8,f8/tscp,p300_latency_ms,0.005,p,V1/results/f8/tscp/report.md
f8,f8/tscp,frequency_discrimination_hz,0.0001,p,V1/results/f8/tscp/report.md
f8,f8/tscp,gap_detection_ms,0.001,p,V1/results/f8/tscp/report.md
f8,f8/tscp,rhythm_sync_cv,0.001,p,V1/results/f8/tscp/report.md
f8,f8/tscp,pitch_memory_semitones,0.0001,p,V1/results/f8/tscp/report.md
f8,f8/tscp,gray_matter_HG_mm3,0.001,p,V1/results/f8/tscp/report.md
f8,f8/tscp,white_matter_CC_fa,0.01,p,V1/results/f8/tscp/report.md
