family,mech,dim,p,column,source
f1,f1/bch,E0:nps,0.9149,p,V1/results/f1/bch/report.md
f1,f1/bch,E0:nps,0.9174,p(perm),V1/results/f1/bch/report.md
f1,f1/bch,E1:harmonicity,0.0,p,V1/results/f1/bch/report.md
f1,f1/bch,E1:harmonicity,0.0,p(perm),V1/results/f1/bch/report.md
f1,f1/bch,E2:hierarchy,0.0,p,V1/results/f1/bch/report.md
f1,f1/bch,E2:hierarchy,0.0,p(perm),V1/results/f1/bch/report.md
f1,f1/bch,E3:ffr_behavior,0.0,p,V1/results/f1/bch/report.md
f1,f1/bch,E3:ffr_behavior,0.0,p(perm),V1/results/f1/bch/report.md
f1,f1/bch,M0:consonance_memory,0.0004,p,V1/results/f1/bch/report.md
f1,f1/bch,M0:consonance_memory,0.001,p(perm),V1/results/f1/bch/report.md
f1,f1/bch,M1:pitch_memory,0.0,p,V1/results/f1/bch/report.md
f1,f1/bch,M1:pitch_memory,0.0,p(perm),V1/results/f1/bch/report.md
f1,f1/bch,M2:tonal_memory,0.0015,p,V1/results/f1/bch/report.md
f1,f1/bch,M2:tonal_memory,0.0028,p(perm),V1/results/f1/bch/report.md
f1,f1/bch,M3:spectral_memory,0.0008,p,V1/results/f1/bch/report.md
f1,f1/bch,M3:spectral_memory,0.002,p(perm),V1/results/f1/bch/report.md
f1,f1/bch,P0:consonance_signal,0.0,p,V1/results/f1/bch/report.md
f1,f1/bch,P0:consonance_signal,0.0,p(perm),V1/results/f1/bch/report.md
f1,f1/bch,P1:template_match,0.0017,p,V1/results/f1/bch/report.md
f1,f1/bch,P1:template_match,0.003,p(perm),V1/results/f1/bch/report.md
f1,f1/bch,P2:neural_pitch,0.0001,p,V1/results/f1/bch/report.md
f1,f1/bch,P2:neural_pitch,0.0002,p(perm),V1/results/f1/bch/report.md
f1,f1/bch,P3:tonal_context,0.0015,p,V1/results/f1/bch/report.md
f1,f1/bch,P3:tonal_context,0.0028,p(perm),V1/results/f1/bch/report.md
f1,f1/bch,F0:consonance_forecast,0.0,p,V1/results/f1/bch/report.md
f1,f1/bch,F0:consonance_forecast,0.0,p(perm),V1/results/f1/bch/report.md
f1,f1/bch,F1:pitch_forecast,0.0,p,V1/results/f1/bch/report.md
f1,f1/bch,F1:pitch_forecast,0.0,p(perm),V1/results/f1/bch/report.md
f1,f1/bch,F2:tonal_forecast,0.0015,p,V1/results/f1/bch/report.md
f1,f1/bch,F2:tonal_forecast,0.0028,p(perm),V1/results/f1/bch/report.md
f1,f1/bch,F3:interval_forecast,0.0001,p,V1/results/f1/bch/report.md
f1,f1/bch,F3:interval_forecast,0.0002,p(perm),V1/results/f1/bch/report.md
f1,f1/bch,harmonic_stability,0.0,p,V1/results/f1/bch/report.md
f1,f1/bch,harmonic_stability,0.0,p(perm),V1/results/f1/bch/report.md
f1,f1/bch,interval_quality,0.0,p,V1/results/f1/bch/report.md
f1,f1/bch,interval_quality,0.0,p(perm),V1/results/f1/bch/report.md
f1,f1/bch,harmonic_template_match,0.0017,p,V1/results/f1/bch/report.md
f1,f1/bch,harmonic_template_match,0.003,p(perm),V1/results/f1/bch/report.md
f1,f1/bch,consonance_trajectory,0.0,p,V1/results/f1/bch/report.md
f1,f1/bch,consonance_trajectory,0.0,p(perm),V1/results/f1/bch/report.md
f1,f1/csg,E0:salience_activation,0.0001,p,V1/results/f1/csg/report.md
f1,f1/csg,E0:salience_activation,0.0,p(perm),V1/results/f1/csg/report.md
f1,f1/csg,E1:sensory_evidence,0.0325,p,V1/results/f1/csg/report.md
f1,f1/csg,E1:sensory_evidence,0.0366,p(perm),V1/results/f1/csg/report.md
f1,f1/csg,E2:consonance_valence,0.0001,p,V1/results/f1/csg/report.md
f1,f1/csg,E2:consonance_valence,0.0,p(perm),V1/results/f1/csg/report.md
f1,f1/csg,M0:salience_response,0.0002,p,V1/results/f1/csg/report.md
f1,f1/csg,M0:salience_response,0.0002,p(perm),V1/results/f1/csg/report.md
f1,f1/csg,M1:rt_valence_judgment,0.9716,p,V1/results/f1/csg/report.md
f1,f1/csg,M1:rt_valence_judgment,0.977,p(perm),V1/results/f1/csg/report.md
f1,f1/csg,M2:aesthetic_appreciation,0.0,p,V1/results/f1/csg/report.md
f1,f1/csg,M2:aesthetic_appreciation,0.0,p(perm),V1/results/f1/csg/report.md
f1,f1/csg,P0:salience_network,0.0006,p,V1/results/f1/csg/report.md
f1,f1/csg,P0:salience_network,0.0002,p(perm),V1/results/f1/csg/report.md
f1,f1/csg,P1:affective_evaluation,0.0001,p,V1/results/f1/csg/report.md
f1,f1/csg,P1:affective_evaluation,0.0,p(perm),V1/results/f1/csg/report.md
f1,f1/csg,P2:sensory_load,0.0,p,V1/results/f1/csg/report.md
f1,f1/csg,P2:sensory_load,0.0,p(perm),V1/results/f1/csg/report.md
f1,f1/csg,F0:valence_pred,0.0001,p,V1/results/f1/csg/report.md
f1,f1/csg,F0:valence_pred,0.0002,p(perm),V1/results/f1/csg/report.md
f1,f1/csg,F1:processing_pred,0.0252,p,V1/results/f1/csg/report.md
f1,f1/csg,F1:processing_pred,0.0276,p(perm),V1/results/f1/csg/report.md
f1,f1/csg,F2:aesthetic_pred,0.0,p,V1/results/f1/csg/report.md
f1,f1/csg,F2:aesthetic_pred,0.0,p(perm),V1/results/f1/csg/report.md
f1,f1/csg,consonance_salience_gradient,0.0002,p,V1/results/f1/csg/report.md
f1,f1/csg,consonance_salience_gradient,0.0002,p(perm),V1/results/f1/csg/report.md
f1,f1/miaa,E0:imagery_activation,0.0,p,V1/results/f1/miaa/report.md
f1,f1/miaa,E0:imagery_activation,0.0,p(perm),V1/results/f1/miaa/report.md
f1,f1/miaa,E1:novelty_response,0.0,p,V1/results/f1/miaa/report.md
f1,f1/miaa,E1:novelty_response,0.0,p(perm),V1/results/f1/miaa/report.md
f1,f1/miaa,E2:a1_modulation,0.0,p,V1/results/f1/miaa/report.md
f1,f1/miaa,E2:a1_modulation,0.0,p(perm),V1/results/f1/miaa/report.md
f1,f1/miaa,M0:activation_function,0.0,p,V1/results/f1/miaa/report.md
f1,f1/miaa,M0:activation_function,0.0,p(perm),V1/results/f1/miaa/report.md
f1,f1/miaa,M1:novelty_effect,0.0,p,V1/results/f1/miaa/report.md
f1,f1/miaa,M1:novelty_effect,0.0,p(perm),V1/results/f1/miaa/report.md
f1,f1/miaa,P0:melody_retrieval,0.0,p,V1/results/f1/miaa/report.md
f1,f1/miaa,P0:melody_retrieval,0.0,p(perm),V1/results/f1/miaa/report.md
f1,f1/miaa,P1:continuation_prediction,0.0008,p,V1/results/f1/miaa/report.md
f1,f1/miaa,P1:continuation_prediction,0.0014,p(perm),V1/results/f1/miaa/report.md
f1,f1/miaa,P2:phrase_structure,0.0217,p,V1/results/f1/miaa/report.md
f1,f1/miaa,P2:phrase_structure,0.0272,p(perm),V1/results/f1/miaa/report.md
f1,f1/miaa,F0:melody_continuation_pred,0.0,p,V1/results/f1/miaa/report.md
f1,f1/miaa,F0:melody_continuation_pred,0.0,p(perm),V1/results/f1/miaa/report.md
f1,f1/miaa,F1:ac_activation_pred,0.0,p,V1/results/f1/miaa/report.md
f1,f1/miaa,F1:ac_activation_pred,0.0,p(perm),V1/results/f1/miaa/report.md
f1,f1/miaa,F2:recognition_pred,0.0001,p,V1/results/f1/miaa/report.md
f1,f1/miaa,F2:recognition_pred,0.0008,p(perm),V1/results/f1/miaa/report.md
f1,f1/miaa,imagery_recognition,0.0001,p,V1/results/f1/miaa/report.md
f1,f1/miaa,imagery_recognition,0.0008,p(perm),V1/results/f1/miaa/report.md
f1,f1/miaa,timbral_character,0.0,p,V1/results/f1/miaa/report.md
f1,f1/miaa,timbral_character,0.0,p(perm),V1/results/f1/miaa/report.md
f1,f1/mpg,E0:onset_posterior,0.0,p,V1/results/f1/mpg/report.md
f1,f1/mpg,E0:onset_posterior,0.0,p(perm),V1/results/f1/mpg/report.md
f1,f1/mpg,E1:sequence_anterior,0.0165,p,V1/results/f1/mpg/report.md
f1,f1/mpg,E1:sequence_anterior,0.017,p(perm),V1/results/f1/mpg/report.md
f1,f1/mpg,E2:contour_complexity,0.0142,p,V1/results/f1/mpg/report.md
f1,f1/mpg,E2:contour_complexity,0.0154,p(perm),V1/results/f1/mpg/report.md
f1,f1/mpg,E3:gradient_ratio,0.0,p,V1/results/f1/mpg/report.md
f1,f1/mpg,E3:gradient_ratio,0.0,p(perm),V1/results/f1/mpg/report.md
f1,f1/mpg,M0:activity_x,0.0013,p,V1/results/f1/mpg/report.md
f1,f1/mpg,M0:activity_x,0.0016,p(perm),V1/results/f1/mpg/report.md
f1,f1/mpg,M1:posterior_activity,0.0,p,V1/results/f1/mpg/report.md
f1,f1/mpg,M1:posterior_activity,0.0,p(perm),V1/results/f1/mpg/report.md
f1,f1/mpg,M2:anterior_activity,0.0252,p,V1/results/f1/mpg/report.md
f1,f1/mpg,M2:anterior_activity,0.0276,p(perm),V1/results/f1/mpg/report.md
f1,f1/mpg,P0:onset_state,0.0,p,V1/results/f1/mpg/report.md
f1,f1/mpg,P0:onset_state,0.0,p(perm),V1/results/f1/mpg/report.md
f1,f1/mpg,P1:contour_state,0.0132,p,V1/results/f1/mpg/report.md
f1,f1/mpg,P1:contour_state,0.0146,p(perm),V1/results/f1/mpg/report.md
f1,f1/mpg,F0:phrase_boundary_pred,0.0013,p,V1/results/f1/mpg/report.md
f1,f1/mpg,F0:phrase_boundary_pred,0.0004,p(perm),V1/results/f1/mpg/report.md
f1,f1/mpg,melodic_contour_tracking,0.0103,p,V1/results/f1/mpg/report.md
f1,f1/mpg,melodic_contour_tracking,0.0102,p(perm),V1/results/f1/mpg/report.md
f1,f1/mpg,contour_continuation,0.0013,p,V1/results/f1/mpg/report.md
f1,f1/mpg,contour_continuation,0.0004,p(perm),V1/results/f1/mpg/report.md
f1,f1/pccr,E0:chroma_energy,0.0252,p,V1/results/f1/pccr/report.md
f1,f1/pccr,E0:chroma_energy,0.0286,p(perm),V1/results/f1/pccr/report.md
f1,f1/pccr,E1:chroma_clarity,0.0,p,V1/results/f1/pccr/report.md
f1,f1/pccr,E1:chroma_clarity,0.0,p(perm),V1/results/f1/pccr/report.md
f1,f1/pccr,E2:octave_coherence,0.0,p,V1/results/f1/pccr/report.md
f1,f1/pccr,E2:octave_coherence,0.0,p(perm),V1/results/f1/pccr/report.md
f1,f1/pccr,E3:pitch_class_confidence,0.0,p,V1/results/f1/pccr/report.md
f1,f1/pccr,E3:pitch_class_confidence,0.0,p(perm),V1/results/f1/pccr/report.md
f1,f1/pccr,M0:chroma_stability,0.0673,p,V1/results/f1/pccr/report.md
f1,f1/pccr,M0:chroma_stability,0.0682,p(perm),V1/results/f1/pccr/report.md
f1,f1/pccr,P0:chroma_identity_signal,0.0,p,V1/results/f1/pccr/report.md
f1,f1/pccr,P0:chroma_identity_signal,0.0,p(perm),V1/results/f1/pccr/report.md
f1,f1/pccr,P1:octave_equivalence_index,0.0,p,V1/results/f1/pccr/report.md
f1,f1/pccr,P1:octave_equivalence_index,0.0,p(perm),V1/results/f1/pccr/report.md
f1,f1/pccr,P2:chroma_salience,0.0,p,V1/results/f1/pccr/report.md
f1,f1/pccr,P2:chroma_salience,0.0,p(perm),V1/results/f1/pccr/report.md
f1,f1/pccr,F0:chroma_continuation_signal,0.0041,p,V1/results/f1/pccr/report.md
f1,f1/pccr,F0:chroma_continuation_signal,0.0056,p(perm),V1/results/f1/pccr/report.md
f1,f1/pccr,F1:chroma_transition_likelihood,0.0,p,V1/results/f1/pccr/report.md
f1,f1/pccr,F1:chroma_transition_likelihood,0.0,p(perm),V1/results/f1/pccr/report.md
f1,f1/pccr,F2:chroma_resolution_direction,0.0,p,V1/results/f1/pccr/report.md
f1,f1/pccr,F2:chroma_resolution_direction,0.0,p(perm),V1/results/f1/pccr/report.md
f1,f1/pccr,pitch_identity,0.0,p,V1/results/f1/pccr/report.md
f1,f1/pccr,pitch_identity,0.0,p(perm),V1/results/f1/pccr/report.md
f1,f1/pccr,octave_equivalence,0.0,p,V1/results/f1/pccr/report.md
f1,f1/pccr,octave_equivalence,0.0,p(perm),V1/results/f1/pccr/report.md
f1,f1/pnh,H0:ratio_encoding,0.0,p,V1/results/f1/pnh/report.md
f1,f1/pnh,H0:ratio_encoding,0.0,p(perm),V1/results/f1/pnh/report.md
f1,f1/pnh,H1:conflict_response,0.0011,p,V1/results/f1/pnh/report.md
f1,f1/pnh,H1:conflict_response,0.0016,p(perm),V1/results/f1/pnh/report.md
f1,f1/pnh,H2:expertise_mod,0.0,p,V1/results/f1/pnh/report.md
f1,f1/pnh,H2:expertise_mod,0.0,p(perm),V1/results/f1/pnh/report.md
f1,f1/pnh,M0:ratio_complexity,0.0,p,V1/results/f1/pnh/report.md
f1,f1/pnh,M0:ratio_complexity,0.0,p(perm),V1/results/f1/pnh/report.md
f1,f1/pnh,M1:neural_activation,0.0001,p,V1/results/f1/pnh/report.md
f1,f1/pnh,M1:neural_activation,0.0,p(perm),V1/results/f1/pnh/report.md
f1,f1/pnh,P0:ratio_enc,0.0132,p,V1/results/f1/pnh/report.md
f1,f1/pnh,P0:ratio_enc,0.0162,p(perm),V1/results/f1/pnh/report.md
f1,f1/pnh,P1:conflict_mon,0.0,p,V1/results/f1/pnh/report.md
f1,f1/pnh,P1:conflict_mon,0.0,p(perm),V1/results/f1/pnh/report.md
f1,f1/pnh,P2:consonance_pref,0.0001,p,V1/results/f1/pnh/report.md
f1,f1/pnh,P2:consonance_pref,0.0,p(perm),V1/results/f1/pnh/report.md
f1,f1/pnh,F0:dissonance_res_fc,0.0,p,V1/results/f1/pnh/report.md
f1,f1/pnh,F0:dissonance_res_fc,0.0,p(perm),V1/results/f1/pnh/report.md
f1,f1/pnh,F1:pref_judgment_fc,0.0,p,V1/results/f1/pnh/report.md
f1,f1/pnh,F1:pref_judgment_fc,0.0,p(perm),V1/results/f1/pnh/report.md
f1,f1/pnh,F2:expertise_mod_fc,0.0005,p,V1/results/f1/pnh/report.md
f1,f1/pnh,F2:expertise_mod_fc,0.0012,p(perm),V1/results/f1/pnh/report.md
f1,f1/pnh,consonance_preference,0.0,p,V1/results/f1/pnh/report.md
f1,f1/pnh,consonance_preference,0.0,p(perm),V1/results/f1/pnh/report.md
f1,f1/pnh,ratio_complexity,0.0,p,V1/results/f1/pnh/report.md
f1,f1/pnh,ratio_complexity,0.0,p(perm),V1/results/f1/pnh/report.md
f1,f1/pnh,conflict_assessment,0.0,p,V1/results/f1/pnh/report.md
f1,f1/pnh,conflict_assessment,0.0,p(perm),V1/results/f1/pnh/report.md
f1,f1/pnh,resolution_forecast,0.0,p,V1/results/f1/pnh/report.md
f1,f1/pnh,resolution_forecast,0.0,p(perm),V1/results/f1/pnh/report.md
f1,f1/pnh,judgment_forecast,0.0,p,V1/results/f1/pnh/report.md
f1,f1/pnh,judgment_forecast,0.0,p(perm),V1/results/f1/pnh/report.md
f1,f1/pscl,E0:pitch_salience_raw,0.0,p,V1/results/f1/pscl/report.md
f1,f1/pscl,E0:pitch_salience_raw,0.0,p(perm),V1/results/f1/pscl/report.md
f1,f1/pscl,E1:hg_activation_proxy,0.0,p,V1/results/f1/pscl/report.md
f1,f1/pscl,E1:hg_activation_proxy,0.0,p(perm),V1/results/f1/pscl/report.md
f1,f1/pscl,E2:salience_gradient,0.0,p,V1/results/f1/pscl/report.md
f1,f1/pscl,E2:salience_gradient,0.0,p(perm),V1/results/f1/pscl/report.md
f1,f1/pscl,E3:spectral_focus,0.0,p,V1/results/f1/pscl/report.md
f1,f1/pscl,E3:spectral_focus,0.0,p(perm),V1/results/f1/pscl/report.md
f1,f1/pscl,M0:salience_sustained,0.0,p,V1/results/f1/pscl/report.md
f1,f1/pscl,M0:salience_sustained,0.0,p(perm),V1/results/f1/pscl/report.md
f1,f1/pscl,M1:spectral_coherence,0.0008,p,V1/results/f1/pscl/report.md
f1,f1/pscl,M1:spectral_coherence,0.0014,p(perm),V1/results/f1/pscl/report.md
f1,f1/pscl,M2:tonal_salience_ctx,0.0001,p,V1/results/f1/pscl/report.md
f1,f1/pscl,M2:tonal_salience_ctx,0.0,p(perm),V1/results/f1/pscl/report.md
f1,f1/pscl,M3:bch_integration,0.0,p,V1/results/f1/pscl/report.md
f1,f1/pscl,M3:bch_integration,0.0,p(perm),V1/results/f1/pscl/report.md
f1,f1/pscl,P0:pitch_prominence_sig,0.0,p,V1/results/f1/pscl/report.md
f1,f1/pscl,P0:pitch_prominence_sig,0.0,p(perm),V1/results/f1/pscl/report.md
f1,f1/pscl,P1:hg_cortical_response,0.0,p,V1/results/f1/pscl/report.md
f1,f1/pscl,P1:hg_cortical_response,0.0,p(perm),V1/results/f1/pscl/report.md
f1,f1/pscl,P2:periodicity_clarity,0.0007,p,V1/results/f1/pscl/report.md
f1,f1/pscl,P2:periodicity_clarity,0.001,p(perm),V1/results/f1/pscl/report.md
f1,f1/pscl,P3:salience_hierarchy,0.0,p,V1/results/f1/pscl/report.md
f1,f1/pscl,P3:salience_hierarchy,0.0,p(perm),V1/results/f1/pscl/report.md
f1,f1/pscl,F0:pitch_continuation,0.0,p,V1/results/f1/pscl/report.md
f1,f1/pscl,F0:pitch_continuation,0.0,p(perm),V1/results/f1/pscl/report.md
f1,f1/pscl,F1:salience_direction,0.7752,p,V1/results/f1/pscl/report.md
f1,f1/pscl,F1:salience_direction,0.7782,p(perm),V1/results/f1/pscl/report.md
f1,f1/pscl,F2:melody_propagation,0.0,p,V1/results/f1/pscl/report.md
f1,f1/pscl,F2:melody_propagation,0.0,p(perm),V1/results/f1/pscl/report.md
f1,f1/pscl,F3:register_trajectory,0.2799,p,V1/results/f1/pscl/report.md
f1,f1/pscl,F3:register_trajectory,0.2824,p(perm),V1/results/f1/pscl/report.md
f1,f1/pscl,pitch_prominence,0.0,p,V1/results/f1/pscl/report.md
f1,f1/pscl,pitch_prominence,0.0,p(perm),V1/results/f1/pscl/report.md
f1,f1/pscl,pitch_continuation,0.0,p,V1/results/f1/pscl/report.md
f1,f1/pscl,pitch_continuation,0.0,p(perm),V1/results/f1/pscl/report.md
f1,f1/sded,E0:early_detection,0.0003,p,V1/results/f1/sded/report.md
f1,f1/sded,E0:early_detection,0.0002,p(perm),V1/results/f1/sded/report.md
f1,f1/sded,E1:mmn_dissonance,0.0,p,V1/results/f1/sded/report.md
f1,f1/sded,E1:mmn_dissonance,0.0,p(perm),V1/results/f1/sded/report.md
f1,f1/sded,E2:behavioral_accuracy,0.0,p,V1/results/f1/sded/report.md
f1,f1/sded,E2:behavioral_accuracy,0.0,p(perm),V1/results/f1/sded/report.md
f1,f1/sded,M0:detection_function,0.0,p,V1/results/f1/sded/report.md
f1,f1/sded,M0:detection_function,0.0,p(perm),V1/results/f1/sded/report.md
f1,f1/sded,P0:roughness_detection,0.0011,p,V1/results/f1/sded/report.md
f1,f1/sded,P0:roughness_detection,0.0016,p(perm),V1/results/f1/sded/report.md
f1,f1/sded,P1:deviation_detection,0.0,p,V1/results/f1/sded/report.md
f1,f1/sded,P1:deviation_detection,0.0,p(perm),V1/results/f1/sded/report.md
f1,f1/sded,P2:behavioral_response,0.0191,p,V1/results/f1/sded/report.md
f1,f1/sded,P2:behavioral_response,0.0228,p(perm),V1/results/f1/sded/report.md
f1,f1/sded,F0:dissonance_detection_pred,0.0122,p,V1/results/f1/sded/report.md
f1,f1/sded,F0:dissonance_detection_pred,0.014,p(perm),V1/results/f1/sded/report.md
f1,f1/sded,F1:behavioral_accuracy_pred,0.0,p,V1/results/f1/sded/report.md
f1,f1/sded,F1:behavioral_accuracy_pred,0.0,p(perm),V1/results/f1/sded/report.md
f1,f1/sded,F2:training_effect_pred,0.0252,p,V1/results/f1/sded/report.md
f1,f1/sded,F2:training_effect_pred,0.0316,p(perm),V1/results/f1/sded/report.md
f1,f1/sded,spectral_complexity,0.0,p,V1/results/f1/sded/report.md
f1,f1/sded,spectral_complexity,0.0,p(perm),V1/results/f1/sded/report.md
f1,f1/sdnps,E0:nps_value,0.0,p,V1/results/f1/sdnps/report.md
f1,f1/sdnps,E0:nps_value,0.0,p(perm),V1/results/f1/sdnps/report.md
f1,f1/sdnps,E1:stimulus_dependency,0.0,p,V1/results/f1/sdnps/report.md
f1,f1/sdnps,E1:stimulus_dependency,0.0,p(perm),V1/results/f1/sdnps/report.md
f1,f1/sdnps,E2:roughness_corr,0.0,p,V1/results/f1/sdnps/report.md
f1,f1/sdnps,E2:roughness_corr,0.0,p(perm),V1/results/f1/sdnps/report.md
f1,f1/sdnps,M0:nps_stimulus_function,0.0,p,V1/results/f1/sdnps/report.md
f1,f1/sdnps,M0:nps_stimulus_function,0.0,p(perm),V1/results/f1/sdnps/report.md
f1,f1/sdnps,P0:ffr_encoding,0.0,p,V1/results/f1/sdnps/report.md
f1,f1/sdnps,P0:ffr_encoding,0.0,p(perm),V1/results/f1/sdnps/report.md
f1,f1/sdnps,P1:harmonicity_proxy,0.0,p,V1/results/f1/sdnps/report.md
f1,f1/sdnps,P1:harmonicity_proxy,0.0,p(perm),V1/results/f1/sdnps/report.md
f1,f1/sdnps,P2:roughness_interference,0.001,p,V1/results/f1/sdnps/report.md
f1,f1/sdnps,P2:roughness_interference,0.0004,p(perm),V1/results/f1/sdnps/report.md
f1,f1/sdnps,F0:behavioral_consonance_pred,0.0,p,V1/results/f1/sdnps/report.md
f1,f1/sdnps,F0:behavioral_consonance_pred,0.0,p(perm),V1/results/f1/sdnps/report.md
f1,f1/sdnps,F1:roughness_response_pred,0.0,p,V1/results/f1/sdnps/report.md
f1,f1/sdnps,F1:roughness_response_pred,0.0,p(perm),V1/results/f1/sdnps/report.md
f1,f1/sdnps,F2:generalization_limit,0.0,p,V1/results/f1/sdnps/report.md
f1,f1/sdnps,F2:generalization_limit,0.0,p(perm),V1/results/f1/sdnps/report.md
f1,f1/stai,E0:spectral_integrity,0.0,p,V1/results/f1/stai/report.md
f1,f1/stai,E0:spectral_integrity,0.0,p(perm),V1/results/f1/stai/report.md
f1,f1/stai,E1:temporal_integrity,0.0013,p,V1/results/f1/stai/report.md
f1,f1/stai,E1:temporal_integrity,0.0034,p(perm),V1/results/f1/stai/report.md
f1,f1/stai,E2:aesthetic_integration,0.0,p,V1/results/f1/stai/report.md
f1,f1/stai,E2:aesthetic_integration,0.0,p(perm),V1/results/f1/stai/report.md
f1,f1/stai,E3:vmpfc_ifg_connectivity,0.0,p,V1/results/f1/stai/report.md
f1,f1/stai,E3:vmpfc_ifg_connectivity,0.0,p(perm),V1/results/f1/stai/report.md
f1,f1/stai,M0:aesthetic_value,0.0,p,V1/results/f1/stai/report.md
f1,f1/stai,M0:aesthetic_value,0.0,p(perm),V1/results/f1/stai/report.md
f1,f1/stai,M1:spectral_temporal_interaction,0.0,p,V1/results/f1/stai/report.md
f1,f1/stai,M1:spectral_temporal_interaction,0.0,p(perm),V1/results/f1/stai/report.md
f1,f1/stai,P0:spectral_quality,0.0,p,V1/results/f1/stai/report.md
f1,f1/stai,P0:spectral_quality,0.0,p(perm),V1/results/f1/stai/report.md
f1,f1/stai,P1:temporal_quality,0.0015,p,V1/results/f1/stai/report.md
f1,f1/stai,P1:temporal_quality,0.0028,p(perm),V1/results/f1/stai/report.md
f1,f1/stai,P2:aesthetic_response,0.0,p,V1/results/f1/stai/report.md
f1,f1/stai,P2:aesthetic_response,0.0,p(perm),V1/results/f1/stai/report.md
f1,f1/stai,F0:aesthetic_rating_pred,0.0,p,V1/results/f1/stai/report.md
f1,f1/stai,F0:aesthetic_rating_pred,0.0,p(perm),V1/results/f1/stai/report.md
f1,f1/stai,F1:reward_response_pred,0.0,p,V1/results/f1/stai/report.md
f1,f1/stai,F1:reward_response_pred,0.0,p(perm),V1/results/f1/stai/report.md
f1,f1/stai,F2:connectivity_pred,0.0,p,V1/results/f1/stai/report.md
f1,f1/stai,F2:connectivity_pred,0.0,p(perm),V1/results/f1/stai/report.md
f1,f1/stai,aesthetic_quality,0.0,p,V1/results/f1/stai/report.md
f1,f1/stai,aesthetic_quality,0.0,p(perm),V1/results/f1/stai/report.md
f1,f1/stai,spectral_temporal_synergy,0.0,p,V1/results/f1/stai/report.md
f1,f1/stai,spectral_temporal_synergy,0.0,p(perm),V1/results/f1/stai/report.md
f1,f1/stai,reward_response_pred,0.0,p,V1/results/f1/stai/report.md
f1,f1/stai,reward_response_pred,0.0,p(perm),V1/results/f1/stai/report.md
f1,f1/tpio,f01:perception_substrate,0.0,p,V1/results/f1/tpio/report.md
f1,f1/tpio,f01:perception_substrate,0.0,p(perm),V1/results/f1/tpio/report.md
f1,f1/tpio,f02:imagery_substrate,0.0013,p,V1/results/f1/tpio/report.md
f1,f1/tpio,f02:imagery_substrate,0.0032,p(perm),V1/results/f1/tpio/report.md
f1,f1/tpio,f03:perc_imag_overlap,0.0,p,V1/results/f1/tpio/report.md
f1,f1/tpio,f03:perc_imag_overlap,0.0,p(perm),V1/results/f1/tpio/report.md
f1,f1/tpio,f04:sma_imagery,0.0,p,V1/results/f1/tpio/report.md
f1,f1/tpio,f04:sma_imagery,0.0,p(perm),V1/results/f1/tpio/report.md
f1,f1/tpio,M0:overlap_index,0.0,p,V1/results/f1/tpio/report.md
f1,f1/tpio,M0:overlap_index,0.0,p(perm),V1/results/f1/tpio/report.md
f1,f1/tpio,P0:pstg_activation,0.0,p,V1/results/f1/tpio/report.md
f1,f1/tpio,P0:pstg_activation,0.0,p(perm),V1/results/f1/tpio/report.md
f1,f1/tpio,P1:sma_activation,0.0,p,V1/results/f1/tpio/report.md
f1,f1/tpio,P1:sma_activation,0.0,p(perm),V1/results/f1/tpio/report.md
f1,f1/tpio,F0:imagery_stability_pred,0.0,p,V1/results/f1/tpio/report.md
f1,f1/tpio,F0:imagery_stability_pred,0.0,p(perm),V1/results/f1/tpio/report.md
f1,f1/tpio,F1:timbre_expectation,0.0,p,V1/results/f1/tpio/report.md
f1,f1/tpio,F1:timbre_expectation,0.0,p(perm),V1/results/f1/tpio/report.md
f1,f1/tpio,F2:overlap_pred,0.0,p,V1/results/f1/tpio/report.md
f1,f1/tpio,F2:overlap_pred,0.0,p(perm),V1/results/f1/tpio/report.md
f1,f1/tprd,T0:tonotopic,0.0,p,V1/results/f1/tprd/report.md
f1,f1/tprd,T0:tonotopic,0.0,p(perm),V1/results/f1/tprd/report.md
f1,f1/tprd,T1:pitch,0.8445,p,V1/results/f1/tprd/report.md
f1,f1/tprd,T1:pitch,0.848,p(perm),V1/results/f1/tprd/report.md
f1,f1/tprd,T2:dissociation,0.0,p,V1/results/f1/tprd/report.md
f1,f1/tprd,T2:dissociation,0.0,p(perm),V1/results/f1/tprd/report.md
f1,f1/tprd,M0:dissociation_idx,0.0001,p,V1/results/f1/tprd/report.md
f1,f1/tprd,M0:dissociation_idx,0.0002,p(perm),V1/results/f1/tprd/report.md
f1,f1/tprd,M1:spectral_pitch_r,0.0,p,V1/results/f1/tprd/report.md
f1,f1/tprd,M1:spectral_pitch_r,0.0,p(perm),V1/results/f1/tprd/report.md
f1,f1/tprd,P0:tonotopic_state,0.0,p,V1/results/f1/tprd/report.md
f1,f1/tprd,P0:tonotopic_state,0.0,p(perm),V1/results/f1/tprd/report.md
f1,f1/tprd,P1:pitch_state,0.0,p,V1/results/f1/tprd/report.md
f1,f1/tprd,P1:pitch_state,0.0,p(perm),V1/results/f1/tprd/report.md
f1,f1/tprd,F0:pitch_percept_fc,0.0,p,V1/results/f1/tprd/report.md
f1,f1/tprd,F0:pitch_percept_fc,0.0,p(perm),V1/results/f1/tprd/report.md
f1,f1/tprd,F1:tonotopic_adpt_fc,0.1809,p,V1/results/f1/tprd/report.md
f1,f1/tprd,F1:tonotopic_adpt_fc,0.1824,p(perm),V1/results/f1/tprd/report.md
