VPID,IC1,Leman1,Leman2,Leman3,Leman4,Leman5,Leman6,Milne,Collins,rating,song,rhythm,chordnumber,nonmusician,presentorder,valence,arousal
2206,4.9149,1.474575976,1.2041617228,1.0149784477,1.9402383644,1.4601442705,1.1889258208,0.2416037146,-145797.952780855,871,1,2,25,1,27,5,3
2206,7.5939,1.087634141,0.9169744585,0.8214915845,1.5737057273,1.2510870654,1.0728373031,0.4154672127,-167093.419225715,226,1,2,26,1,27,5,3
2206,4.6739,1.2945125601,1.0880129453,0.9646530633,1.7379899851,1.3376170138,1.1292832906,0.6001849317,-106949.059540552,455,1,2,27,1,27,5,3
2206,2.601,1.2563388788,1.1284911175,1.0816604172,1.77779746,1.474847774,1.3447138824,0.4154672127,-147088.115638323,258,1,2,28,1,27,5,3
2206,1.8278,1.4612124515,1.3458035402,1.2180004832,2.1156656398,1.7795665288,1.5089919048,0.4154672127,-163743.189056994,258,1,2,29,1,27,5,3
2206,0.78163,1.3353858945,1.2267290861,1.1787087237,1.953086936,1.6850186014,1.5524919273,0.4154672127,-155540.391124082,179,1,2,30,1,27,5,3
2207,3.4824,1.8425434341,1.8111800393,1.7951419271,3.3102701479,3.1537908185,3.0797420799,NaN,-20511.4676529974,80,1,3,1,1,11,2,1
2207,4.5926,1.3661393747,1.2240868911,1.1420391336,1.9887219277,1.6944193811,1.5455011195,0.4154672127,-75347.4228239819,0,1,3,2,1,11,2,1
2207,3.3981,1.2224465035,1.0660340772,0.9787700403,1.7549305308,1.4489664543,1.2975871733,0.4967404454,-111904.486551341,361,1,3,3,1,11,2,1
2207,17.258,1.3534870863,1.306531876,1.2938156568,2.0704606933,1.8814376367,1.803729162,0.2882251974,-121749.894970018,0,1,3,4,1,11,2,1
2207,0.57896,1.5113140486,1.3901953888,1.3259154757,2.1834319261,1.8454693131,1.6968546973,0.2368079701,-156279.518465102,451,1,3,5,1,11,2,1
2207,11.317,1.2732798204,1.086371905,0.9840378313,1.7873965534,1.4405395822,1.2714516669,0.4154672127,-164802.177889525,0,1,3,6,1,11,2,1
2207,11.616,1.6534487073,1.4630098989,1.3011165608,2.3666357484,1.8693028898,1.5674337594,0.1605090043,-172636.920219005,0,1,3,7,1,11,2,1
2207,5.4017,1.1629667953,0.9572361668,0.8554681741,1.6273344225,1.2680713509,1.1029207687,0.3374628045,-158714.396258485,514,1,3,8,1,11,2,1
2207,10.266,1.2815205858,1.2305381318,1.2278562102,1.9338424972,1.7194310575,1.6400262662,0.540312135,-150198.71210642,1021,1,3,9,1,11,2,1
2207,0.1129,1.4904617293,1.3246211028,1.2184604593,2.1116084279,1.7053764635,1.5016981325,0.2368079701,-174160.083672533,0,1,3,10,1,11,2,1
2207,7.1761,1.3072664067,1.1495125891,1.0734955782,1.8508529208,1.5331182075,1.3874539163,0.4154672127,-179321.921239774,67,1,3,11,1,11,2,1
2207,3.3977,1.2206716704,1.0656595035,0.9795345463,1.7361903285,1.4235505206,1.2687658888,0.4967404454,-179696.745352382,0,1,3,12,1,11,2,1
2207,17.258,1.3547734759,1.3145287105,1.3057654704,2.071326927,1.8783221888,1.7896623313,0.2882251974,-166470.62390447,227,1,3,13,1,11,2,1
2207,0.42113,1.5156974108,1.3781538316,1.2848110402,2.1746629727,1.8075345509,1.610659472,0.2368079701,-185771.023359364,0,1,3,14,1,11,2,1
2207,5.206,1.2683633807,1.0804737816,0.9767437767,1.7898579032,1.4365141719,1.260311868,0.4154672127,-184266.533148887,336,1,3,15,1,11,2,1
2207,11.513,1.6587502628,1.4597067592,1.2816817167,2.3594466306,1.8512956776,1.5290471255,0.1605090043,-185476.533908542,605,1,3,16,1,11,2,1
2207,4.2356,1.1598703185,0.9553631676,0.8566110275,1.6248284296,1.2674884955,1.1037947526,0.3374628045,-167188.125742819,910,1,3,17,1,11,2,1
2207,5.6213,1.1364918068,1.036371543,0.9736007504,1.6906702521,1.4330469671,1.287447423,0.6555519369,-152509.668644338,1021,1,3,18,1,11,2,1
