VPID,IC1,Leman1,Leman2,Leman3,Leman4,Leman5,Leman6,Milne,Collins,rating,song,rhythm,chordnumber,nonmusician,presentorder,valence,arousal
2208,8.4029,1.1314197942,0.9462838454,0.8602340943,1.5867891978,1.2267761655,1.0724444474,0.7487107998,-110190.256503651,432,15,1,8,1,16,1,1
2208,1.3527,1.4630134309,1.3281546378,1.2511615374,2.054479004,1.7054597639,1.5259907231,0.4154672127,-126632.532042288,377,15,1,9,1,16,1,1
2208,1.2617,1.3161219355,1.2116520143,1.1140224992,1.9979984498,1.6971326865,1.4738225297,0.4154672127,-159876.015521547,0,15,1,10,1,16,1,1
2208,0.25866,1.51517307,1.4235588646,1.3736886863,2.1909916012,1.9306670574,1.7845704377,0.4154672127,-159367.576041221,0,15,1,11,1,16,1,1
2208,2.8493,1.0430812584,0.8399977946,0.7226493213,1.5205796596,1.16259236,0.9775421305,0.7424839764,-197208.171363931,37,15,1,12,1,16,1,1
2208,9.2111,1.5049980452,1.360093109,1.2358953625,2.0894501587,1.7123336795,1.467219111,0.2893369009,-158741.695862031,235,15,1,13,1,16,1,1
2208,6.1476,1.4770036373,1.3824586379,1.3152481523,2.2185915425,1.8851977608,1.6754438198,0.087113006,-169270.394920366,154,15,1,14,1,16,1,1
2208,0.44107,1.322997861,1.1449970156,1.0784226179,1.8232504056,1.4812091416,1.3551790838,0.4154672127,-165650.643912305,0,15,1,15,1,16,1,1
2208,6.1374,0.9892757734,0.7855329688,0.6518398035,1.4775225004,1.1081412664,0.9006160525,0.6001849317,-175723.573660736,473,15,1,16,1,16,1,1
2208,0.38751,1.2934893749,1.1252477968,1.0057755543,1.8244921696,1.4398701897,1.202784146,0.4154672127,-163529.751733192,0,15,1,17,1,16,1,1
2208,1.8059,1.2324480598,1.1307877933,1.1113470694,1.7848167834,1.5126709322,1.4186535829,0.4154672127,-180794.741935744,0,15,1,18,1,16,1,1
2208,0.33763,1.3459621492,1.154284918,1.0530644765,1.845931311,1.4706573743,1.2960240667,0.4154672127,-173256.204832974,0,15,1,19,1,16,1,1
2208,4.6871,1.0880042205,0.971332113,0.9070302607,1.6403234734,1.3798190276,1.2413056846,0.6555519369,-154832.063668152,372,15,1,20,1,16,1,1
2208,16.305,1.4658083407,1.2657272994,1.1203048664,1.9663353543,1.5500616999,1.3132309585,0.2597398578,-148348.94502905,644,15,1,21,1,16,1,1
2208,1.9087,1.1672533719,1.0235405106,0.9626212212,1.6653052547,1.3717789781,1.2442586194,0.7424839764,-155253.83864474,294,15,1,22,1,16,1,1
2208,9.2615,1.3248655199,1.2331694117,1.1842558342,1.9751807449,1.6836780936,1.5366855955,0.4154672127,-161413.63294333,233,15,1,23,1,16,1,1
2208,9.2947,1.0699211906,0.8490790371,0.7184105816,1.5193111175,1.1424727276,0.9482574017,0.7424839764,-157917.322018211,0,15,1,24,1,16,1,1
2208,8.2121,1.3383366825,1.1957374148,1.0978500716,1.9336049759,1.564278138,1.3394381875,0.4154672127,-168088.568202909,0,15,1,25,1,16,1,1
2208,0.08342,1.2563861709,1.1507577548,1.1139033068,1.8208160749,1.5463144164,1.4328394932,0.4154672127,-178769.3837054,175,15,1,26,1,16,1,1
2208,1.677,1.3397592636,1.128278794,1.0066473202,1.8303633271,1.4312652415,1.2314152072,0.4154672127,-171527.431316685,0,15,1,27,1,16,1,1
2208,2.0416,1.1231631857,1.0210066983,0.981028531,1.6613009731,1.4235567961,1.3184942069,0.7424839764,-155919.600725194,0,15,1,28,1,16,1,1
2208,20.197,1.3358665084,1.2190481103,1.1264187804,1.9445007303,1.6519416389,1.4629758997,0.4556727796,-167618.151312092,66,15,1,29,1,16,1,1
2208,4.1847,1.5345633369,1.346716182,1.2013334244,2.066616866,1.6665450367,1.4216313165,0.3195972733,-159547.202308271,336,15,1,30,1,16,1,1
2208,0.62579,1.1017194322,0.9037715137,0.7899326391,1.5711366747,1.2241048641,1.0395800736,0.6555519369,-158212.172704037,579,15,1,31,1,16,1,1
2208,7.1894,1.0956378563,0.8915621506,0.7632254985,1.6043287626,1.205780356,0.9880152903,0.5800184453,-109711.301605059,665,15,1,32,1,16,1,1
2208,7.696,1.3400023689,1.1820852845,1.0701619592,1.8909659385,1.5043186191,1.2753623153,0.4154672127,-136311.373043465,601,15,1,33,1,16,1,1
2208,0.083421,1.217978745,1.064753366,0.991994709,1.7487322271,1.4065417105,1.2450260384,0.4154672127,-133130.558862965,307,15,1,34,1,16,1,1
2209,3.4824,1.9038877834,1.8683176795,1.850019011,3.2953286149,3.1341064839,3.0577779442,NaN,-20129.2597075324,170,15,2,1,1,5,4,3
2209,3.085,1.4560311636,1.3176612432,1.2363266072,2.0956618015,1.8008062962,1.6501421856,0.4154672127,-65925.8262439041,302,15,2,2,1,5,4,3
2209,6.5976,1.6281256541,1.5099107567,1.4356157947,2.2583270989,1.9697838842,1.8168882483,0.2416037146,-140287.131369992,528,15,2,3,1,5,4,3
2209,12.108,1.0813200928,0.8697303849,0.7528198199,1.539380204,1.1929042524,1.0222561925,0.6555519369,-146312.187303924,676,15,2,4,1,5,4,3
2209,3.279,1.3676413605,1.3236056511,1.3206500291,1.9968616433,1.7910340273,1.705662869,0.4154672127,-105862.130593768,543,15,2,5,1,5,4,3
2209,3.1566,1.2429811527,1.0834756661,0.969232638,1.8134489967,1.497473201,1.305893792,0.4154672127,-161533.522242691,722,15,2,6,1,5,4,3
2209,5.251,1.2643579294,1.1150833043,1.0179489426,1.8455371023,1.4967470343,1.2984836186,0.2416037146,-99107.9340528718,517,15,2,7,1,5,4,3
2209,8.4029,1.1550231462,0.9579846984,0.8680129487,1.5865683556,1.2257870704,1.0719484669,0.7487107998,-112181.316825432,819,15,2,8,1,5,4,3
2209,1.3527,1.4788674676,1.3322739307,1.2491532742,2.0541807051,1.7019520991,1.5211290974,0.4154672127,-129358.563399964,723,15,2,9,1,5,4,3
2209,1.2617,1.3518935057,1.2372775327,1.1318702527,1.9961633912,1.6945148065,1.471699721,0.4154672127,-161824.329063537,1015,15,2,10,1,5,4,3
2209,0.25866,1.5366803939,1.4361010473,1.3792461536,2.1943172849,1.9311950869,1.782336868,0.4154672127,-160827.917366579,1023,15,2,11,1,5,4,3
2209,2.8493,1.0387257926,0.8334394582,0.7145424683,1.5215616248,1.1628583788,0.976930497,0.7424839764,-199339.004463002,781,15,2,12,1,5,4,3
2209,9.2111,1.5193262594,1.3633640441,1.2326019942,2.0848141742,1.7040748284,1.4576914737,0.2893369009,-162612.201505563,659,15,2,13,1,5,4,3
2209,6.1476,1.5382041745,1.4287642993,1.3519424565,2.2232485518,1.8843930341,1.672355581,0.087113006,-173481.581643426,557,15,2,14,1,5,4,3
2209,0.44107,1.3341136919,1.1466226146,1.075873563,1.8221122431,1.4781179261,1.3514282073,0.4154672127,-169829.98738853,465,15,2,15,1,5,4,3
2209,6.1374,0.9881935004,0.7818260399,0.6466867743,1.479208678,1.1106725523,0.9034556029,0.6001849317,-176792.66373639,604,15,2,16,1,5,4,3
2209,0.38751,1.294810283,1.1225510469,1.0012983019,1.8261210483,1.4404851049,1.2030912968,0.4154672127,-166542.735181277,450,15,2,17,1,5,4,3
2209,1.8059,1.2589560351,1.1484773971,1.1267747556,1.7840932316,1.5122890958,1.4187064151,0.4154672127,-184722.536740147,588,15,2,18,1,5,4,3
2209,0.33763,1.3580658483,1.1552393919,1.0485951055,1.8449371436,1.4675395407,1.2921070538,0.4154672127,-177349.567590733,448,15,2,19,1,5,4,3
2209,4.6871,1.0937065541,0.9731598782,0.9066978097,1.6419603785,1.3810944384,1.2424388867,0.6555519369,-155965.723375116,611,15,2,20,1,5,4,3
2209,16.305,1.4750126472,1.2689764715,1.1200532386,1.9678318622,1.5499829246,1.3126737733,0.2597398578,-151872.401312346,484,15,2,21,1,5,4,3
2209,1.9087,1.1728825449,1.0232010868,0.9592988728,1.6650523741,1.3711682233,1.2434528501,0.7424839764,-159416.160504663,556,15,2,22,1,5,4,3
2209,9.2615,1.3595161771,1.2587725647,1.2050936853,1.9680047625,1.6760424947,1.5297562262,0.4154672127,-162640.322469462,453,15,2,23,1,5,4,3
2209,9.2947,1.0757098556,0.8484285487,0.7144174434,1.5247481889,1.1457141085,0.9505001906,0.7424839764,-162034.149417697,639,15,2,24,1,5,4,3
2209,8.2121,1.3383539053,1.1930083898,1.0941225489,1.9371933353,1.567118049,1.3416788347,0.4154672127,-171508.0331136,500,15,2,25,1,5,4,3
2209,0.08342,1.2882061616,1.1725410341,1.1315542439,1.8222497866,1.5475098246,1.4339600935,0.4154672127,-182735.55894255,451,15,2,26,1,5,4,3
2209,1.677,1.346723288,1.1242865709,0.997312784,1.8287763779,1.4277261168,1.2270899241,0.4154672127,-175615.318563652,563,15,2,27,1,5,4,3
2209,2.0416,1.1195276524,1.0163837442,0.975796908,1.6630015642,1.4250071531,1.3195477548,0.7424839764,-159093.522059916,619,15,2,28,1,5,4,3
2209,20.197,1.342882166,1.2200674945,1.1231465403,1.9439623088,1.6510188889,1.4615701339,0.4556727796,-171827.530397118,465,15,2,29,1,5,4,3
2209,4.1847,1.555629409,1.3605834875,1.2107128373,2.0762286003,1.6748216385,1.4295124644,0.3195972733,-160597.361792983,443,15,2,30,1,5,4,3
2209,0.62579,1.0970199241,0.8946393935,0.778566444,1.5714064179,1.2232269581,1.0383673331,0.6555519369,-159780.777534502,578,15,2,31,1,5,4,3
2209,7.1894,1.094942266,0.8868385653,0.7569496133,1.6023593184,1.2047348921,0.9877387438,0.5800184453,-111697.095064468,470,15,2,32,1,5,4,3
2209,7.696,1.3374179547,1.1760616541,1.0628378046,1.8874542048,1.4990714586,1.270543111,0.4154672127,-138282.532326435,402,15,2,33,1,5,4,3
2209,0.083421,1.2482749477,1.0841828917,1.0068671682,1.751348083,1.4099058504,1.2486915952,0.4154672127,-135581.071090572,625,15,2,34,1,5,4,3
2210,3.4824,1.8423185487,1.8108704494,1.7948080933,3.3044868525,3.1484395486,3.0746525426,NaN,-20115.1385439126,0,15,3,1,1,24,2,2
2210,3.085,1.4422860368,1.304257919,1.2231587466,2.0823989801,1.7880810168,1.6377303989,0.4154672127,-64491.0627500628,43,15,3,2,1,24,2,2
2210,6.5976,1.6430384258,1.5219836715,1.4456935754,2.2606627007,1.9708238721,1.8168213822,0.2416037146,-139453.76559245,43,15,3,3,1,24,2,2
2210,12.108,1.070217514,0.8584329048,0.741468269,1.5316148586,1.1853775689,1.0147811724,0.6555519369,-146502.65340919,155,15,3,4,1,24,2,2
2210,3.279,1.3554949852,1.3133833471,1.3113204015,1.9903344042,1.7853071637,1.699711177,0.4154672127,-105461.888817981,155,15,3,5,1,24,2,2
2210,3.1566,1.2390590741,1.0777970094,0.9622185266,1.8083868411,1.4911454012,1.2985907927,0.4154672127,-160629.486464357,202,15,3,6,1,24,2,2
2210,5.251,1.2595812399,1.110125729,1.0124188146,1.8430155932,1.4927178445,1.2929919794,0.2416037146,-98088.0623158491,202,15,3,7,1,24,2,2
2210,8.4029,1.1197313099,0.9277772155,0.8396326286,1.5713308074,1.2103763743,1.0565417432,0.7487107998,-109493.540213645,160,15,3,8,1,24,2,2
2210,1.3527,1.4589512597,1.3148116086,1.2333090028,2.0401812386,1.6892971815,1.5094021511,0.4154672127,-126072.393208515,239,15,3,9,1,24,2,2
2210,1.2617,1.3124257005,1.2016327098,1.0991241005,1.9889415245,1.6844744705,1.4593560662,0.4154672127,-161070.363262642,167,15,3,10,1,24,2,2
2210,0.25866,1.5176988167,1.4192475154,1.3640635636,2.1807753576,1.9195294764,1.7719788879,0.4154672127,-160712.090657975,168,15,3,11,1,24,2,2
2210,2.8493,1.0385099849,0.8306433779,0.7096777803,1.5190365701,1.1590373798,0.9717686976,0.7424839764,-198601.175110472,335,15,3,12,1,24,2,2
2210,9.2111,1.494887265,1.340846341,1.2116295445,2.0764876546,1.6960525391,1.4488788365,0.2893369009,-160212.050297438,306,15,3,13,1,24,2,2
2210,6.1476,1.487422526,1.3842351186,1.3101534574,2.2114356052,1.8724253142,1.6602293875,0.087113006,-170392.965870465,407,15,3,14,1,24,2,2
2210,0.44107,1.3143668067,1.1293357536,1.0601320803,1.8070136021,1.4643847515,1.338888734,0.4154672127,-166313.102278707,407,15,3,15,1,24,2,2
2210,6.1374,0.9861965432,0.777292243,0.6397594943,1.4768770532,1.1045335235,0.8943556588,0.6001849317,-175799.694084137,407,15,3,16,1,24,2,2
2210,0.38751,1.287517958,1.1153902994,0.9945569309,1.8158091422,1.4333129288,1.197472578,0.4154672127,-163822.675960294,288,15,3,17,1,24,2,2
2210,1.8059,1.2281043362,1.120800827,1.0981120083,1.7775899992,1.5041541822,1.409147063,0.4154672127,-182887.665968009,288,15,3,18,1,24,2,2
2210,0.33763,1.3382410066,1.1384826122,1.0336790724,1.8298599441,1.454372097,1.2801567535,0.4154672127,-174604.460245849,193,15,3,19,1,24,2,2
2210,4.6871,1.0910532175,0.9701763256,0.9031070952,1.6419933737,1.3802141344,1.2405815091,0.6555519369,-155027.85073884,383,15,3,20,1,24,2,2
2210,16.305,1.4694689391,1.2647443727,1.1161684865,1.9667817485,1.5489505192,1.31078851,0.2597398578,-148527.995935592,335,15,3,21,1,24,2,2
2210,1.9087,1.1572384158,1.0084154216,0.9449062348,1.653722658,1.360326189,1.2328850982,0.7424839764,-156842.264005582,336,15,3,22,1,24,2,2
2210,9.2615,1.3127528703,1.216304292,1.1652080116,1.9537508206,1.6608239866,1.5141562034,0.4154672127,-162405.616928982,374,15,3,23,1,24,2,2
2210,9.2947,1.0708684854,0.8415250209,0.7058874509,1.5155068574,1.1344293129,0.9375405462,0.7424839764,-158478.702492403,510,15,3,24,1,24,2,2
2210,8.2121,1.3297730132,1.1842102719,1.0855628122,1.9251385491,1.5585198119,1.3348879716,0.4154672127,-168929.62322143,422,15,3,25,1,24,2,2
2210,0.08342,1.2552326158,1.1440962486,1.1036752741,1.8154212367,1.5394955237,1.424976236,0.4154672127,-180597.673944828,422,15,3,26,1,24,2,2
2210,1.677,1.3321569212,1.1123063907,0.9869122874,1.8152429555,1.4156939368,1.2160247747,0.4154672127,-172725.36966282,327,15,3,27,1,24,2,2
2210,2.0416,1.1201168302,1.0145244025,0.9719457991,1.6607995821,1.4216560427,1.3148543367,0.7424839764,-156121.089306022,327,15,3,28,1,24,2,2
2210,20.197,1.3295597654,1.2083095202,1.1124774523,1.9366918154,1.6436381964,1.453732782,0.4556727796,-169759.631457581,270,15,3,29,1,24,2,2
2210,4.1847,1.5625848264,1.3606023266,1.206776766,2.0703414496,1.6682076446,1.4221489136,0.3195972733,-159838.20747506,503,15,3,30,1,24,2,2
2210,0.62579,1.0905925233,0.8878528044,0.7711216439,1.5640231438,1.2158596996,1.0306513831,0.6555519369,-160025.898176102,1023,15,3,31,1,24,2,2
2210,7.1894,1.0866164999,0.8771022626,0.745873938,1.593368724,1.1936104096,0.9749560802,0.5800184453,-109151.350051948,530,15,3,32,1,24,2,2
2210,7.696,1.3268648684,1.1635833396,1.0507635492,1.8725209756,1.486931083,1.260585241,0.4154672127,-136217.335928119,492,15,3,33,1,24,2,2
2210,0.083421,1.2165760861,1.0577054642,0.9809909051,1.7438673399,1.400507841,1.2376239182,0.4154672127,-134107.659401837,535,15,3,34,1,24,2,2
2211,3.4824,1.797886677,1.7628646074,1.7450286602,3.1966901763,3.0399876858,2.9662698028,NaN,-19588.5335454453,0,15,1,1,1,1,3,2
2211,3.085,1.4386491143,1.3065497053,1.2283227573,2.0941019287,1.8002623743,1.6500738018,0.4154672127,-64612.8870431028,755,15,1,2,1,1,3,2
2211,6.5976,1.5989882653,1.4851324498,1.4132537341,2.2397283392,1.9516737012,1.7992415226,0.2416037146,-138853.59779601,755,15,1,3,1,1,3,2
2211,12.108,1.0820153161,0.8722850481,0.7559583355,1.538037459,1.1914670049,1.0204652613,0.6555519369,-144491.174881445,671,15,1,4,1,1,3,2
2211,3.279,1.3633460961,1.3227136185,1.3209265201,2.0016475955,1.7954470249,1.7097687292,0.4154672127,-104440.830434067,606,15,1,5,1,1,3,2
2211,3.1566,1.2422450645,1.0846390834,0.9712558246,1.8115040279,1.4955620233,1.3037299525,0.4154672127,-159270.749773014,549,15,1,6,1,1,3,2
2211,5.251,1.2559795451,1.1104942101,1.0143798812,1.8471662113,1.4961439996,1.2959881662,0.2416037146,-97827.4738029157,522,15,1,7,1,1,3,2
2211,8.4029,1.1314197942,0.9462838454,0.8602340943,1.5867891978,1.2267761655,1.0724444474,0.7487107998,-110190.256503651,483,15,1,8,1,1,3,2
2211,1.3527,1.4630134309,1.3281546378,1.2511615374,2.054479004,1.7054597639,1.5259907231,0.4154672127,-126632.532042288,445,15,1,9,1,1,3,2
2211,1.2617,1.3161219355,1.2116520143,1.1140224992,1.9979984498,1.6971326865,1.4738225297,0.4154672127,-159876.015521547,533,15,1,10,1,1,3,2
2211,0.25866,1.51517307,1.4235588646,1.3736886863,2.1909916012,1.9306670574,1.7845704377,0.4154672127,-159367.576041221,555,15,1,11,1,1,3,2
2211,2.8493,1.0430812584,0.8399977946,0.7226493213,1.5205796596,1.16259236,0.9775421305,0.7424839764,-197208.171363931,491,15,1,12,1,1,3,2
2211,9.2111,1.5049980452,1.360093109,1.2358953625,2.0894501587,1.7123336795,1.467219111,0.2893369009,-158741.695862031,664,15,1,13,1,1,3,2
2211,6.1476,1.4770036373,1.3824586379,1.3152481523,2.2185915425,1.8851977608,1.6754438198,0.087113006,-169270.394920366,739,15,1,14,1,1,3,2
2211,0.44107,1.322997861,1.1449970156,1.0784226179,1.8232504056,1.4812091416,1.3551790838,0.4154672127,-165650.643912305,639,15,1,15,1,1,3,2
2211,6.1374,0.9892757734,0.7855329688,0.6518398035,1.4775225004,1.1081412664,0.9006160525,0.6001849317,-175723.573660736,536,15,1,16,1,1,3,2
2211,0.38751,1.2934893749,1.1252477968,1.0057755543,1.8244921696,1.4398701897,1.202784146,0.4154672127,-163529.751733192,417,15,1,17,1,1,3,2
2211,1.8059,1.2324480598,1.1307877933,1.1113470694,1.7848167834,1.5126709322,1.4186535829,0.4154672127,-180794.741935744,345,15,1,18,1,1,3,2
2211,0.33763,1.3459621492,1.154284918,1.0530644765,1.845931311,1.4706573743,1.2960240667,0.4154672127,-173256.204832974,272,15,1,19,1,1,3,2
2211,4.6871,1.0880042205,0.971332113,0.9070302607,1.6403234734,1.3798190276,1.2413056846,0.6555519369,-154832.063668152,391,15,1,20,1,1,3,2
2211,16.305,1.4658083407,1.2657272994,1.1203048664,1.9663353543,1.5500616999,1.3132309585,0.2597398578,-148348.94502905,469,15,1,21,1,1,3,2
2211,1.9087,1.1672533719,1.0235405106,0.9626212212,1.6653052547,1.3717789781,1.2442586194,0.7424839764,-155253.83864474,469,15,1,22,1,1,3,2
2211,9.2615,1.3248655199,1.2331694117,1.1842558342,1.9751807449,1.6836780936,1.5366855955,0.4154672127,-161413.63294333,382,15,1,23,1,1,3,2
2211,9.2947,1.0699211906,0.8490790371,0.7184105816,1.5193111175,1.1424727276,0.9482574017,0.7424839764,-157917.322018211,288,15,1,24,1,1,3,2
2211,8.2121,1.3383366825,1.1957374148,1.0978500716,1.9336049759,1.564278138,1.3394381875,0.4154672127,-168088.568202909,374,15,1,25,1,1,3,2
2211,0.08342,1.2563861709,1.1507577548,1.1139033068,1.8208160749,1.5463144164,1.4328394932,0.4154672127,-178769.3837054,325,15,1,26,1,1,3,2
2211,1.677,1.3397592636,1.128278794,1.0066473202,1.8303633271,1.4312652415,1.2314152072,0.4154672127,-171527.431316685,239,15,1,27,1,1,3,2
2211,2.0416,1.1231631857,1.0210066983,0.981028531,1.6613009731,1.4235567961,1.3184942069,0.7424839764,-155919.600725194,181,15,1,28,1,1,3,2
2211,20.197,1.3358665084,1.2190481103,1.1264187804,1.9445007303,1.6519416389,1.4629758997,0.4556727796,-167618.151312092,137,15,1,29,1,1,3,2
2211,4.1847,1.5345633369,1.346716182,1.2013334244,2.066616866,1.6665450367,1.4216313165,0.3195972733,-159547.202308271,285,15,1,30,1,1,3,2
2211,0.62579,1.1017194322,0.9037715137,0.7899326391,1.5711366747,1.2241048641,1.0395800736,0.6555519369,-158212.172704037,395,15,1,31,1,1,3,2
2211,7.1894,1.0956378563,0.8915621506,0.7632254985,1.6043287626,1.205780356,0.9880152903,0.5800184453,-109711.301605059,485,15,1,32,1,1,3,2
2211,7.696,1.3400023689,1.1820852845,1.0701619592,1.8909659385,1.5043186191,1.2753623153,0.4154672127,-136311.373043465,378,15,1,33,1,1,3,2
2211,0.083421,1.217978745,1.064753366,0.991994709,1.7487322271,1.4065417105,1.2450260384,0.4154672127,-133130.558862965,378,15,1,34,1,1,3,2
2212,3.4824,1.9038877834,1.8683176795,1.850019011,3.2953286149,3.1341064839,3.0577779442,NaN,-20129.2597075324,0,15,2,1,1,6,2,4
2212,3.085,1.4560311636,1.3176612432,1.2363266072,2.0956618015,1.8008062962,1.6501421856,0.4154672127,-65925.8262439041,200,15,2,2,1,6,2,4
2212,6.5976,1.6281256541,1.5099107567,1.4356157947,2.2583270989,1.9697838842,1.8168882483,0.2416037146,-140287.131369992,705,15,2,3,1,6,2,4
2212,12.108,1.0813200928,0.8697303849,0.7528198199,1.539380204,1.1929042524,1.0222561925,0.6555519369,-146312.187303924,579,15,2,4,1,6,2,4
2212,3.279,1.3676413605,1.3236056511,1.3206500291,1.9968616433,1.7910340273,1.705662869,0.4154672127,-105862.130593768,579,15,2,5,1,6,2,4
2212,3.1566,1.2429811527,1.0834756661,0.969232638,1.8134489967,1.497473201,1.305893792,0.4154672127,-161533.522242691,591,15,2,6,1,6,2,4
2212,5.251,1.2643579294,1.1150833043,1.0179489426,1.8455371023,1.4967470343,1.2984836186,0.2416037146,-99107.9340528718,960,15,2,7,1,6,2,4
2212,8.4029,1.1550231462,0.9579846984,0.8680129487,1.5865683556,1.2257870704,1.0719484669,0.7487107998,-112181.316825432,736,15,2,8,1,6,2,4
2212,1.3527,1.4788674676,1.3322739307,1.2491532742,2.0541807051,1.7019520991,1.5211290974,0.4154672127,-129358.563399964,599,15,2,9,1,6,2,4
2212,1.2617,1.3518935057,1.2372775327,1.1318702527,1.9961633912,1.6945148065,1.471699721,0.4154672127,-161824.329063537,527,15,2,10,1,6,2,4
2212,0.25866,1.5366803939,1.4361010473,1.3792461536,2.1943172849,1.9311950869,1.782336868,0.4154672127,-160827.917366579,624,15,2,11,1,6,2,4
2212,2.8493,1.0387257926,0.8334394582,0.7145424683,1.5215616248,1.1628583788,0.976930497,0.7424839764,-199339.004463002,789,15,2,12,1,6,2,4
2212,9.2111,1.5193262594,1.3633640441,1.2326019942,2.0848141742,1.7040748284,1.4576914737,0.2893369009,-162612.201505563,618,15,2,13,1,6,2,4
2212,6.1476,1.5382041745,1.4287642993,1.3519424565,2.2232485518,1.8843930341,1.672355581,0.087113006,-173481.581643426,524,15,2,14,1,6,2,4
2212,0.44107,1.3341136919,1.1466226146,1.075873563,1.8221122431,1.4781179261,1.3514282073,0.4154672127,-169829.98738853,485,15,2,15,1,6,2,4
2212,6.1374,0.9881935004,0.7818260399,0.6466867743,1.479208678,1.1106725523,0.9034556029,0.6001849317,-176792.66373639,629,15,2,16,1,6,2,4
2212,0.38751,1.294810283,1.1225510469,1.0012983019,1.8261210483,1.4404851049,1.2030912968,0.4154672127,-166542.735181277,738,15,2,17,1,6,2,4
2212,1.8059,1.2589560351,1.1484773971,1.1267747556,1.7840932316,1.5122890958,1.4187064151,0.4154672127,-184722.536740147,614,15,2,18,1,6,2,4
2212,0.33763,1.3580658483,1.1552393919,1.0485951055,1.8449371436,1.4675395407,1.2921070538,0.4154672127,-177349.567590733,551,15,2,19,1,6,2,4
2212,4.6871,1.0937065541,0.9731598782,0.9066978097,1.6419603785,1.3810944384,1.2424388867,0.6555519369,-155965.723375116,665,15,2,20,1,6,2,4
2212,16.305,1.4750126472,1.2689764715,1.1200532386,1.9678318622,1.5499829246,1.3126737733,0.2597398578,-151872.401312346,754,15,2,21,1,6,2,4
2212,1.9087,1.1728825449,1.0232010868,0.9592988728,1.6650523741,1.3711682233,1.2434528501,0.7424839764,-159416.160504663,667,15,2,22,1,6,2,4
2212,9.2615,1.3595161771,1.2587725647,1.2050936853,1.9680047625,1.6760424947,1.5297562262,0.4154672127,-162640.322469462,593,15,2,23,1,6,2,4
2212,9.2947,1.0757098556,0.8484285487,0.7144174434,1.5247481889,1.1457141085,0.9505001906,0.7424839764,-162034.149417697,1023,15,2,24,1,6,2,4
2212,8.2121,1.3383539053,1.1930083898,1.0941225489,1.9371933353,1.567118049,1.3416788347,0.4154672127,-171508.0331136,717,15,2,25,1,6,2,4
2212,0.08342,1.2882061616,1.1725410341,1.1315542439,1.8222497866,1.5475098246,1.4339600935,0.4154672127,-182735.55894255,609,15,2,26,1,6,2,4
2212,1.677,1.346723288,1.1242865709,0.997312784,1.8287763779,1.4277261168,1.2270899241,0.4154672127,-175615.318563652,508,15,2,27,1,6,2,4
2212,2.0416,1.1195276524,1.0163837442,0.975796908,1.6630015642,1.4250071531,1.3195477548,0.7424839764,-159093.522059916,705,15,2,28,1,6,2,4
2212,20.197,1.342882166,1.2200674945,1.1231465403,1.9439623088,1.6510188889,1.4615701339,0.4556727796,-171827.530397118,612,15,2,29,1,6,2,4
2212,4.1847,1.555629409,1.3605834875,1.2107128373,2.0762286003,1.6748216385,1.4295124644,0.3195972733,-160597.361792983,983,15,2,30,1,6,2,4
2212,0.62579,1.0970199241,0.8946393935,0.778566444,1.5714064179,1.2232269581,1.0383673331,0.6555519369,-159780.777534502,1023,15,2,31,1,6,2,4
2212,7.1894,1.094942266,0.8868385653,0.7569496133,1.6023593184,1.2047348921,0.9877387438,0.5800184453,-111697.095064468,1023,15,2,32,1,6,2,4
2212,7.696,1.3374179547,1.1760616541,1.0628378046,1.8874542048,1.4990714586,1.270543111,0.4154672127,-138282.532326435,929,15,2,33,1,6,2,4
2212,0.083421,1.2482749477,1.0841828917,1.0068671682,1.751348083,1.4099058504,1.2486915952,0.4154672127,-135581.071090572,743,15,2,34,1,6,2,4
2226,3.4824,1.797886677,1.7628646074,1.7450286602,3.1966901763,3.0399876858,2.9662698028,NaN,-19588.5335454453,54,15,1,1,1,15,5,4
2226,3.085,1.4386491143,1.3065497053,1.2283227573,2.0941019287,1.8002623743,1.6500738018,0.4154672127,-64612.8870431028,0,15,1,2,1,15,5,4
2226,6.5976,1.5989882653,1.4851324498,1.4132537341,2.2397283392,1.9516737012,1.7992415226,0.2416037146,-138853.59779601,972,15,1,3,1,15,5,4
2226,12.108,1.0820153161,0.8722850481,0.7559583355,1.538037459,1.1914670049,1.0204652613,0.6555519369,-144491.174881445,1001,15,1,4,1,15,5,4
2226,3.279,1.3633460961,1.3227136185,1.3209265201,2.0016475955,1.7954470249,1.7097687292,0.4154672127,-104440.830434067,193,15,1,5,1,15,5,4
2226,3.1566,1.2422450645,1.0846390834,0.9712558246,1.8115040279,1.4955620233,1.3037299525,0.4154672127,-159270.749773014,134,15,1,6,1,15,5,4
2226,5.251,1.2559795451,1.1104942101,1.0143798812,1.8471662113,1.4961439996,1.2959881662,0.2416037146,-97827.4738029157,837,15,1,7,1,15,5,4
2226,8.4029,1.1314197942,0.9462838454,0.8602340943,1.5867891978,1.2267761655,1.0724444474,0.7487107998,-110190.256503651,948,15,1,8,1,15,5,4
2226,1.3527,1.4630134309,1.3281546378,1.2511615374,2.054479004,1.7054597639,1.5259907231,0.4154672127,-126632.532042288,155,15,1,9,1,15,5,4
2226,1.2617,1.3161219355,1.2116520143,1.1140224992,1.9979984498,1.6971326865,1.4738225297,0.4154672127,-159876.015521547,105,15,1,10,1,15,5,4
