VPID,IC,ENTROPY,Leman6,rating,dissonance,spectralcentroid,spectralcomplexity,song,rhythm,chordnumber,presentorder,valence,arousal
3039,2.5122,3.1411,1.636717527,283,0.320095003,773.5320435,5.142857075,6,1,28,13,5,3
3039,14.657,4.3934,1.155407179,973,0.324649632,481.3924561,3.990476131,6,1,29,13,5,3
3039,7.0098,1.1773,1.717434379,464,0.318987161,738.9962769,5.152380943,6,1,30,13,5,3
3039,6.3162,5.8211,1.409907289,152,0.32502836,479.8965454,4,6,1,31,13,5,3
3039,7.0095,1.1778,1.671505002,982,0.319232076,738.8716431,5.161904812,6,1,32,13,5,3
3039,0.76284,3.4665,1.513139043,619,0.325028688,479.8843994,4,6,1,33,13,5,3
3039,7.0098,1.1773,1.61919228,962,0.31865257,738.8618774,5.161904812,6,1,34,13,5,3
3040,13.51,5.1812,1.438450151,0,0.339242458,630.8788452,3.971428633,6,2,2,28,2,1
3040,7.0098,1.1772,1.826176619,151,0.336775035,956.5560913,5.123809338,6,2,3,28,2,1
3040,8.8114,6.6512,1.560591851,45,0.341449291,629.8310547,3.961904764,6,2,4,28,2,1
3040,8.042,1.1774,1.135356048,193,0.31022051,775.6310425,5.599999905,6,2,5,28,2,1
3040,2.2992,3.9234,1.323113623,345,0.350158423,886.3825073,5.571428776,6,2,6,28,2,1
3040,1.551,2.6445,1.417229736,503,0.307954669,773.1593628,5.619047642,6,2,7,28,2,1
3040,0.98424,2.2871,1.421887071,587,0.337498367,1002.718384,5.133333206,6,2,8,28,2,1
3040,8.1902,4.4295,1.102653722,668,0.306495369,954.0571289,5.37142849,6,2,9,28,2,1
3040,7.7847,0.62638,1.197008323,718,0.381550133,701.888916,4.885714054,6,2,10,28,2,1
3040,2.0379,2.6652,1.651746956,619,0.311210573,951.6620483,5.390476227,6,2,11,28,2,1
3040,3.8873,1.3206,1.576689234,529,0.372741967,695.151123,4.885714054,6,2,12,28,2,1
3040,3.93,1.8117,1.001704984,452,0.352747679,797.083313,6.123809338,6,2,13,28,2,1
3040,0.51166,2.0885,1.238490926,581,0.337672293,1003.084961,5.123809338,6,2,14,28,2,1
3040,6.3332,4.3818,1.486198274,487,0.37326774,699.5029907,4.866666794,6,2,15,28,2,1
3040,0.57004,2.2948,1.200599622,535,0.352471083,797.8988647,6.123809338,6,2,16,28,2,1
3040,0.24618,0.98317,1.408850461,609,0.338007033,1002.802063,5.123809338,6,2,17,28,2,1
3040,6.2725,4.3383,1.349451564,671,0.353905767,846.777771,5.066666603,6,2,18,28,2,1
3040,0.38526,1.4574,1.629822766,741,0.338109821,962.880127,5.142857075,6,2,19,28,2,1
3040,13.506,2.4666,1.397908916,598,0.373519391,698.5910645,4.866666794,6,2,20,28,2,1
3040,0.39399,2.2051,1.11301872,723,0.352717131,798.2021484,6.123809338,6,2,21,28,2,1
3040,0.29268,1.1042,1.505431756,807,0.337992281,1002.827026,5.123809338,6,2,22,28,2,1
3040,13.58,4.1813,0.914570366,508,0.334241957,581.9335327,4.066666603,6,2,23,28,2,1
3040,1.8266,4.0899,1.372092959,634,0.320095092,935.8775024,5.238095284,6,2,24,28,2,1
3040,11.903,1.6366,1.421368055,716,0.450275958,820.0890503,6.390476227,6,2,25,28,2,1
3040,13.864,2.2572,1.541217003,611,0.343241632,751.1547852,5.866666794,6,2,26,28,2,1
3040,3.7544,4.1235,1.252331204,690,0.443296641,791.8475952,6.219047546,6,2,27,28,2,1
3040,2.5122,3.1411,1.641465583,772,0.337329269,1002.088867,5.123809338,6,2,28,28,2,1
3040,14.657,4.3934,1.157339597,648,0.341574669,631.9157715,3.961904764,6,2,29,28,2,1
3040,7.0098,1.1773,1.727346226,732,0.337044418,956.8336182,5.123809338,6,2,30,28,2,1
3040,6.3162,5.8211,1.41767233,646,0.341603845,629.8290405,3.961904764,6,2,31,28,2,1
3040,7.0095,1.1778,1.679185343,785,0.336983323,956.5579834,5.123809338,6,2,32,28,2,1
3040,0.76284,3.4665,1.523917302,599,0.341782242,629.8173828,3.961904764,6,2,33,28,2,1
3040,7.0098,1.1773,1.627972718,743,0.336807638,956.5644531,5.123809338,6,2,34,28,2,1
3041,13.51,5.1812,1.426363234,452,0.32869491,595.5844727,3.933333397,6,3,2,13,4,4
3041,7.0098,1.1772,1.81219556,586,0.326821536,885.6958618,5.123809338,6,3,3,13,4,4
3041,8.8114,6.6512,1.548772356,724,0.329867691,594.4204712,3.923809528,6,3,4,13,4,4
3041,8.042,1.1774,1.12731684,724,0.299971163,729.4309082,5.552381039,6,3,5,13,4,4
3041,2.2992,3.9234,1.322750634,812,0.335592508,826.6687622,5.514285564,6,3,6,13,4,4
3041,1.551,2.6445,1.409193533,841,0.29877907,730.1936646,5.533333302,6,3,7,13,4,4
3041,0.98424,2.2871,1.408190734,612,0.327104867,926.9321899,5.114285946,6,3,8,13,4,4
3041,8.1902,4.4295,1.095248162,466,0.286633611,897.4295654,5.238095284,6,3,9,13,4,4
3041,7.7847,0.62638,1.185541206,660,0.373764634,642.2211914,4.847619057,6,3,10,13,4,4
3041,2.0379,2.6652,1.648525747,575,0.289133608,893.1494141,5.304761887,6,3,11,13,4,4
3041,3.8873,1.3206,1.566762153,735,0.364263326,636.5834961,4.819047451,6,3,12,13,4,4
3041,3.93,1.8117,0.991424824,491,0.341638416,742.5186768,6.047618866,6,3,13,13,4,4
3041,0.51166,2.0885,1.227566463,677,0.327369899,927.1186523,5.114285946,6,3,14,13,4,4
3041,6.3332,4.3818,1.475272445,616,0.364818901,641.133606,4.800000191,6,3,15,13,4,4
3041,0.57004,2.2948,1.190374336,720,0.341527194,742.8565674,6.047618866,6,3,16,13,4,4
3041,0.24618,0.98317,1.399610721,483,0.327185452,927.1203003,5.114285946,6,3,17,13,4,4
3041,6.2725,4.3383,1.338992834,634,0.342577785,790.2197876,5.009523869,6,3,18,13,4,4
3041,0.38526,1.4574,1.621403819,774,0.327137113,890.8770752,5.142857075,6,3,19,13,4,4
3041,13.506,2.4666,1.386009102,616,0.365005106,640.7984619,4.800000191,6,3,20,13,4,4
3041,0.39399,2.2051,1.102839537,791,0.341342211,743.0627441,6.047618866,6,3,21,13,4,4
3041,0.29268,1.1042,1.495677146,496,0.327145398,927.1172485,5.114285946,6,3,22,13,4,4
3041,13.58,4.1813,0.900009013,802,0.324696064,541.3566895,3.971428633,6,3,23,13,4,4
3041,1.8266,4.0899,1.363823161,943,0.303876579,883.9412231,5.114285946,6,3,24,13,4,4
3041,11.903,1.6366,1.410785718,943,0.445551455,754.6308594,6.295238018,6,3,25,13,4,4
3041,13.864,2.2572,1.533292345,824,0.333566248,703.1286011,5.838095188,6,3,26,13,4,4
3041,3.7544,4.1235,1.243806289,912,0.437260717,734.7062378,6.161904812,6,3,27,13,4,4
3041,2.5122,3.1411,1.638916637,716,0.326270759,927.3920288,5.08571434,6,3,28,13,4,4
3041,14.657,4.3934,1.145042862,925,0.330037326,596.1884155,3.91428566,6,3,29,13,4,4
3041,7.0098,1.1773,1.714779379,511,0.326643258,885.8773193,5.123809338,6,3,30,13,4,4
3041,6.3162,5.8211,1.405422041,940,0.329919905,594.4169922,3.923809528,6,3,31,13,4,4
3041,7.0095,1.1778,1.66473513,469,0.326822549,885.6889038,5.123809338,6,3,32,13,4,4
3041,0.76284,3.4665,1.512537982,937,0.330021411,594.4122314,3.923809528,6,3,33,13,4,4
3041,7.0098,1.1773,1.613617028,503,0.326796264,885.6763916,5.123809338,6,3,34,13,4,4
3001,11.095,5.1812,1.251924747,908,0.286931694,949.5892334,5.104762077,7,3,2,2,4,4
3001,1.5782,3.6585,1.7203171,760,0.360378772,879.7203979,5.933333397,7,3,3,2,4,4
3001,13.445,2.0233,1.593255115,932,0.338087618,846.7269897,5.485714436,7,3,4,2,4,4
3001,1.7195,4.4246,1.535377826,1011,0.326937079,930.3401489,5.142857075,7,3,5,2,4,4
3001,12.748,2.8164,1.684923427,865,0.337360591,843.8477173,5.504761696,7,3,6,2,4,4
3001,0.18595,1.121,1.576907367,792,0.326836824,924.4294434,5.152380943,7,3,7,2,4,4
3001,9.7244,2.4568,1.420701803,819,0.33057183,789.9227905,5.104762077,7,3,8,2,4,4
3001,0.558,1.8161,1.393327156,720,0.334570855,823.7988281,5.504761696,7,3,9,2,4,4
3001,12.864,1.567,1.69892696,443,0.335888684,841.3950806,5.523809433,7,3,10,2,4,4
3001,0.30106,1.2828,1.441707037,720,0.326547861,930.6253662,5.152380943,7,3,11,2,4,4
3001,9.0245,2.6563,1.367180005,889,0.330282897,789.9780273,5.104762077,7,3,12,2,4,4
3001,0.55568,1.815,1.446820946,826,0.33467254,823.5841064,5.504761696,7,3,13,2,4,4
3001,12.86,1.5678,1.727008881,460,0.33582443,841.3898315,5.523809433,7,3,14,2,4,4
3001,12.035,1.2668,1.638287898,570,0.362426281,881.3964233,6.028571606,7,3,15,2,4,4
3001,8.6318,6.5861,1.228026902,371,0.38304472,719.0332642,4.62857151,7,3,16,2,4,4
3001,11.223,0.67067,1.515869905,770,0.359236836,887.496521,6,7,3,17,2,4,4
3001,3.9687,3.6539,1.617816001,776,0.37945503,713.7554321,4.666666508,7,3,18,2,4,4
3001,8.554,3.7174,1.737272233,873,0.359141201,887.2636719,6,7,3,19,2,4,4
3001,3.4333,3.9534,1.7741901,478,0.379785091,714.0357056,4.676190376,7,3,20,2,4,4
3001,8.554,3.7174,1.767263227,548,0.359207451,887.293457,6,7,3,21,2,4,4
3001,14.094,3.9534,1.828412842,592,0.383359164,687.8468628,4.895237923,7,3,22,2,4,4
3001,10.326,4.0192,1.771866558,383,0.358017117,861.2701416,5.990476131,7,3,23,2,4,4
3001,1.6822,5.3151,1.812271672,285,0.380180001,714.6188965,4.657142639,7,3,24,2,4,4
3001,0.56523,3.1275,1.768196865,217,0.359009087,886.6340942,6,7,3,25,2,4,4
3001,14.649,3.9143,1.510570885,218,0.371997833,965.5543823,4.523809433,7,3,26,2,4,4
3001,5.1853,7.7751,1.280473642,386,0.337585419,842.8726196,5.514285564,7,3,27,2,4,4
3001,0.84138,4.134,1.174852507,526,0.32687375,928.8709717,5.152380943,7,3,28,2,4,4
3001,8.0187,2.9561,1.320975501,526,0.330110908,789.8920898,5.104762077,7,3,29,2,4,4
3001,0.51633,1.7709,1.40577713,372,0.334858805,823.8130493,5.504761696,7,3,30,2,4,4
3001,12.712,1.5958,1.713277152,319,0.33589378,841.3908691,5.523809433,7,3,31,2,4,4
3001,0.30325,1.2861,1.402025959,535,0.326141745,930.6229248,5.152380943,7,3,32,2,4,4
3001,8.348,2.7881,1.362430105,671,0.330350012,789.9789429,5.104762077,7,3,33,2,4,4
3001,0.381,1.5658,1.452370155,487,0.33441025,823.5900879,5.504761696,7,3,34,2,4,4
3001,12.096,1.7159,1.726484505,487,0.336020142,841.3869629,5.523809433,7,3,35,2,4,4
3001,0.30364,1.2861,1.417416039,719,0.32663098,930.6259155,5.152380943,7,3,36,2,4,4
3002,11.095,5.1812,1.254383186,0,0.277515292,790.7243042,5.152380943,7,1,2,1,2,4
3002,1.5782,3.6585,1.734118398,193,0.360917598,730.7512207,6.066666603,7,1,3,1,2,4
3002,13.445,2.0233,1.60302257,0,0.333842844,702.124939,5.514285564,7,1,4,1,2,4
3002,1.7195,4.4246,1.543167432,349,0.3197065,776.0753174,5.180952549,7,1,5,1,2,4
3002,12.748,2.8164,1.687638208,105,0.333184481,699.2498779,5.504761696,7,1,6,1,2,4
3002,0.18595,1.121,1.58279419,670,0.319727719,771.0804443,5.180952549,7,1,7,1,2,4
3002,9.7244,2.4568,1.433569265,932,0.323382139,640.7665405,5.180952549,7,1,8,1,2,4
3002,0.558,1.8161,1.397936882,709,0.330305189,689.555603,5.54285717,7,1,9,1,2,4
3002,12.864,1.567,1.707554995,314,0.331277579,695.4979248,5.523809433,7,1,10,1,2,4
3002,0.30106,1.2828,1.444492428,944,0.319807857,776.5009155,5.180952549,7,1,11,1,2,4
3002,9.0245,2.6563,1.380854528,1023,0.323249221,641.159729,5.180952549,7,1,12,1,2,4
3002,0.55568,1.815,1.451895222,912,0.330425948,689.4017334,5.54285717,7,1,13,1,2,4
3002,12.86,1.5678,1.736711791,701,0.331578761,695.4969482,5.523809433,7,1,14,1,2,4
3002,12.035,1.2668,1.638810005,201,0.362925708,731.3773804,6.123809338,7,1,15,1,2,4
3002,8.6318,6.5861,1.231926848,0,0.378559649,592.6254883,4.666666508,7,1,16,1,2,4
3002,11.223,0.67067,1.517589315,0,0.358482033,738.5182495,6.104762077,7,1,17,1,2,4
3002,3.9687,3.6539,1.617179198,0,0.374991208,588.4125977,4.685714245,7,1,18,1,2,4
3002,8.554,3.7174,1.735396067,61,0.358234078,738.1346436,6.104762077,7,1,19,1,2,4
3002,3.4333,3.9534,1.772437407,0,0.375297755,588.5510254,4.695238113,7,1,20,1,2,4
3002,8.554,3.7174,1.765322353,0,0.358518839,738.1676636,6.104762077,7,1,21,1,2,4
3002,14.094,3.9534,1.822529742,318,0.37943545,561.6826782,4.952381134,7,1,22,1,2,4
3002,10.326,4.0192,1.768916955,156,0.357253701,716.2047119,6.076190472,7,1,23,1,2,4
3002,1.6822,5.3151,1.809405854,542,0.37588647,588.7932739,4.676190376,7,1,24,1,2,4
3002,0.56523,3.1275,1.76562565,325,0.358218283,737.6748047,6.104762077,7,1,25,1,2,4
3002,14.649,3.9143,1.50498894,0,0.367914587,797.8702393,4.533333302,7,1,26,1,2,4
3002,5.1853,7.7751,1.284428396,556,0.333573401,696.3567505,5.523809433,7,1,27,1,2,4
3002,0.84138,4.134,1.184283657,0,0.319763213,774.6088257,5.180952549,7,1,28,1,2,4
3002,8.0187,2.9561,1.337473278,540,0.323712945,640.739502,5.180952549,7,1,29,1,2,4
3002,0.51633,1.7709,1.411706002,1023,0.330753386,689.5587158,5.54285717,7,1,30,1,2,4
3002,12.712,1.5958,1.723719205,1023,0.331552088,695.4989014,5.523809433,7,1,31,1,2,4
3002,0.30325,1.2861,1.406320887,854,0.319403559,776.4976196,5.180952549,7,1,32,1,2,4
3002,8.348,2.7881,1.375182495,732,0.323484987,641.1481323,5.180952549,7,1,33,1,2,4
3002,0.381,1.5658,1.458805964,874,0.330435008,689.4102783,5.54285717,7,1,34,1,2,4
3002,12.096,1.7159,1.737610819,1023,0.331547588,695.4901733,5.523809433,7,1,35,1,2,4
3002,0.30364,1.2861,1.420813425,1023,0.319968015,776.4974976,5.180952549,7,1,36,1,2,4
3003,11.095,5.1812,1.262285024,107,0.301723212,1025.386353,5.114285946,7,2,2,4,3,4
3003,1.5782,3.6585,1.737469389,379,0.374845862,930.9179077,6.123809338,7,2,3,4,3,4
3003,13.445,2.0233,1.602696214,659,0.351096779,902.5713501,5.552381039,7,2,4,4,3,4
3003,1.7195,4.4246,1.543390396,983,0.337401539,1003.440552,5.133333206,7,2,5,4,3,4
3003,12.748,2.8164,1.690644681,661,0.350642324,898.359436,5.504761696,7,2,6,4,3,4
3003,0.18595,1.121,1.581867904,966,0.337518781,997.3850708,5.142857075,7,2,7,4,3,4
3003,9.7244,2.4568,1.42881689,735,0.339197934,839.7809448,5.190476418,7,2,8,4,3,4
3003,0.558,1.8161,1.400623659,901,0.34934929,885.5009766,5.523809433,7,2,9,4,3,4
3003,12.864,1.567,1.704187999,983,0.349987388,895.2593994,5.552381039,7,2,10,4,3,4
3003,0.30106,1.2828,1.444860956,1023,0.337299407,1004.643372,5.142857075,7,2,11,4,3,4
3003,9.0245,2.6563,1.37759422,760,0.339068413,840.3226318,5.190476418,7,2,12,4,3,4
3003,0.55568,1.815,1.453502606,943,0.349183649,885.3237305,5.523809433,7,2,13,4,3,4
3003,12.86,1.5678,1.731981533,846,0.350037813,895.2768555,5.552381039,7,2,14,4,3,4
3003,12.035,1.2668,1.642824536,731,0.37622565,934.1450806,6.180952549,7,2,15,4,3,4
3003,8.6318,6.5861,1.240143073,454,0.393280864,769.4412842,4.695238113,7,2,16,4,3,4
3003,11.223,0.67067,1.52762251,216,0.372379184,945.6784668,6.133333206,7,2,17,4,3,4
3003,3.9687,3.6539,1.627268812,577,0.390302867,764.0768433,4.704761982,7,2,18,4,3,4
3003,8.554,3.7174,1.744430702,309,0.372370482,945.7557373,6.133333206,7,2,19,4,3,4
3003,3.4333,3.9534,1.782399354,513,0.390675038,764.3853149,4.704761982,7,2,20,4,3,4
3003,8.554,3.7174,1.774596922,327,0.3725335,945.7718506,6.133333206,7,2,21,4,3,4
3003,14.094,3.9534,1.834485393,539,0.390892863,739.4789429,4.971428394,7,2,22,4,3,4
3003,10.326,4.0192,1.778400331,340,0.372455239,918.6921387,6.114285946,7,2,23,4,3,4
3003,1.6822,5.3151,1.820322969,565,0.390560627,764.3849487,4.685714245,7,2,24,4,3,4
3003,0.56523,3.1275,1.7747192,367,0.372390479,944.7901611,6.133333206,7,2,25,4,3,4
3003,14.649,3.9143,1.529723929,181,0.383313566,1031.15918,4.638095379,7,2,26,4,3,4
3003,5.1853,7.7751,1.288101529,716,0.351274908,899.0214844,5.580952168,7,2,27,4,3,4
3003,0.84138,4.134,1.186462638,949,0.337654382,1004.038696,5.142857075,7,2,28,4,3,4
3003,8.0187,2.9561,1.335103396,843,0.339598417,839.7003174,5.190476418,7,2,29,4,3,4
3003,0.51633,1.7709,1.410818639,950,0.349134535,885.5070801,5.523809433,7,2,30,4,3,4
3003,12.712,1.5958,1.719411376,827,0.349989653,895.2446289,5.552381039,7,2,31,4,3,4
3003,0.30325,1.2861,1.406912154,1017,0.337874383,1004.65863,5.142857075,7,2,32,4,3,4
3003,8.348,2.7881,1.373967433,925,0.338963568,840.3017578,5.190476418,7,2,33,4,3,4
3003,0.381,1.5658,1.457648462,803,0.349292159,885.3190918,5.523809433,7,2,34,4,3,4
3003,12.096,1.7159,1.732882491,911,0.349934936,895.2637939,5.552381039,7,2,35,4,3,4
3003,0.30364,1.2861,1.421230699,1023,0.337865084,1004.657593,5.142857075,7,2,36,4,3,4
3004,11.095,5.1812,1.251924747,242,0.286931694,949.5892334,5.104762077,7,3,2,4,3,3
3004,1.5782,3.6585,1.7203171,825,0.360378772,879.7203979,5.933333397,7,3,3,4,3,3
3004,13.445,2.0233,1.593255115,324,0.338087618,846.7269897,5.485714436,7,3,4,4,3,3
3004,1.7195,4.4246,1.535377826,810,0.326937079,930.3401489,5.142857075,7,3,5,4,3,3
3004,12.748,2.8164,1.684923427,625,0.337360591,843.8477173,5.504761696,7,3,6,4,3,3
3004,0.18595,1.121,1.576907367,850,0.326836824,924.4294434,5.152380943,7,3,7,4,3,3
3004,9.7244,2.4568,1.420701803,867,0.33057183,789.9227905,5.104762077,7,3,8,4,3,3
3004,0.558,1.8161,1.393327156,326,0.334570855,823.7988281,5.504761696,7,3,9,4,3,3
3004,12.864,1.567,1.69892696,326,0.335888684,841.3950806,5.523809433,7,3,10,4,3,3
3004,0.30106,1.2828,1.441707037,801,0.326547861,930.6253662,5.152380943,7,3,11,4,3,3
3004,9.0245,2.6563,1.367180005,801,0.330282897,789.9780273,5.104762077,7,3,12,4,3,3
3004,0.55568,1.815,1.446820946,589,0.33467254,823.5841064,5.504761696,7,3,13,4,3,3
3004,12.86,1.5678,1.727008881,589,0.33582443,841.3898315,5.523809433,7,3,14,4,3,3
3004,12.035,1.2668,1.638287898,832,0.362426281,881.3964233,6.028571606,7,3,15,4,3,3
3004,8.6318,6.5861,1.228026902,712,0.38304472,719.0332642,4.62857151,7,3,16,4,3,3
3004,11.223,0.67067,1.515869905,224,0.359236836,887.496521,6,7,3,17,4,3,3
3004,3.9687,3.6539,1.617816001,246,0.37945503,713.7554321,4.666666508,7,3,18,4,3,3
3004,8.554,3.7174,1.737272233,246,0.359141201,887.2636719,6,7,3,19,4,3,3
3004,3.4333,3.9534,1.7741901,733,0.379785091,714.0357056,4.676190376,7,3,20,4,3,3
3004,8.554,3.7174,1.767263227,276,0.359207451,887.293457,6,7,3,21,4,3,3
3004,14.094,3.9534,1.828412842,719,0.383359164,687.8468628,4.895237923,7,3,22,4,3,3
3004,10.326,4.0192,1.771866558,266,0.358017117,861.2701416,5.990476131,7,3,23,4,3,3
3004,1.6822,5.3151,1.812271672,728,0.380180001,714.6188965,4.657142639,7,3,24,4,3,3
3004,0.56523,3.1275,1.768196865,182,0.359009087,886.6340942,6,7,3,25,4,3,3
3004,14.649,3.9143,1.510570885,225,0.371997833,965.5543823,4.523809433,7,3,26,4,3,3
3004,5.1853,7.7751,1.280473642,708,0.337585419,842.8726196,5.514285564,7,3,27,4,3,3
3004,0.84138,4.134,1.174852507,816,0.32687375,928.8709717,5.152380943,7,3,28,4,3,3
3004,8.0187,2.9561,1.320975501,816,0.330110908,789.8920898,5.104762077,7,3,29,4,3,3
3004,0.51633,1.7709,1.40577713,688,0.334858805,823.8130493,5.504761696,7,3,30,4,3,3
3004,12.712,1.5958,1.713277152,688,0.33589378,841.3908691,5.523809433,7,3,31,4,3,3
3004,0.30325,1.2861,1.402025959,867,0.326141745,930.6229248,5.152380943,7,3,32,4,3,3
3004,8.348,2.7881,1.362430105,842,0.330350012,789.9789429,5.104762077,7,3,33,4,3,3
3004,0.381,1.5658,1.452370155,759,0.33441025,823.5900879,5.504761696,7,3,34,4,3,3
3004,12.096,1.7159,1.726484505,759,0.336020142,841.3869629,5.523809433,7,3,35,4,3,3
3004,0.30364,1.2861,1.417416039,871,0.32663098,930.6259155,5.152380943,7,3,36,4,3,3
3005,11.095,5.1812,1.254383186,0,0.277515292,790.7243042,5.152380943,7,1,2,30,2,3
3005,1.5782,3.6585,1.734118398,93,0.360917598,730.7512207,6.066666603,7,1,3,30,2,3
3005,13.445,2.0233,1.60302257,154,0.333842844,702.124939,5.514285564,7,1,4,30,2,3
3005,1.7195,4.4246,1.543167432,275,0.3197065,776.0753174,5.180952549,7,1,5,30,2,3
3005,12.748,2.8164,1.687638208,325,0.333184481,699.2498779,5.504761696,7,1,6,30,2,3
3005,0.18595,1.121,1.58279419,280,0.319727719,771.0804443,5.180952549,7,1,7,30,2,3
3005,9.7244,2.4568,1.433569265,540,0.323382139,640.7665405,5.180952549,7,1,8,30,2,3
3005,0.558,1.8161,1.397936882,607,0.330305189,689.555603,5.54285717,7,1,9,30,2,3
3005,12.864,1.567,1.707554995,505,0.331277579,695.4979248,5.523809433,7,1,10,30,2,3
3005,0.30106,1.2828,1.444492428,680,0.319807857,776.5009155,5.180952549,7,1,11,30,2,3
3005,9.0245,2.6563,1.380854528,726,0.323249221,641.159729,5.180952549,7,1,12,30,2,3
3005,0.55568,1.815,1.451895222,850,0.330425948,689.4017334,5.54285717,7,1,13,30,2,3
3005,12.86,1.5678,1.736711791,695,0.331578761,695.4969482,5.523809433,7,1,14,30,2,3
3005,12.035,1.2668,1.638810005,740,0.362925708,731.3773804,6.123809338,7,1,15,30,2,3
3005,8.6318,6.5861,1.231926848,937,0.378559649,592.6254883,4.666666508,7,1,16,30,2,3
3005,11.223,0.67067,1.517589315,809,0.358482033,738.5182495,6.104762077,7,1,17,30,2,3
3005,3.9687,3.6539,1.617179198,993,0.374991208,588.4125977,4.685714245,7,1,18,30,2,3
3005,8.554,3.7174,1.735396067,904,0.358234078,738.1346436,6.104762077,7,1,19,30,2,3
3005,3.4333,3.9534,1.772437407,751,0.375297755,588.5510254,4.695238113,7,1,20,30,2,3
3005,8.554,3.7174,1.765322353,679,0.358518839,738.1676636,6.104762077,7,1,21,30,2,3
3005,14.094,3.9534,1.822529742,552,0.37943545,561.6826782,4.952381134,7,1,22,30,2,3
3005,10.326,4.0192,1.768916955,490,0.357253701,716.2047119,6.076190472,7,1,23,30,2,3
3005,1.6822,5.3151,1.809405854,346,0.37588647,588.7932739,4.676190376,7,1,24,30,2,3
3005,0.56523,3.1275,1.76562565,267,0.358218283,737.6748047,6.104762077,7,1,25,30,2,3
3005,14.649,3.9143,1.50498894,0,0.367914587,797.8702393,4.533333302,7,1,26,30,2,3
3005,5.1853,7.7751,1.284428396,359,0.333573401,696.3567505,5.523809433,7,1,27,30,2,3
3005,0.84138,4.134,1.184283657,534,0.319763213,774.6088257,5.180952549,7,1,28,30,2,3
3005,8.0187,2.9561,1.337473278,651,0.323712945,640.739502,5.180952549,7,1,29,30,2,3
3005,0.51633,1.7709,1.411706002,740,0.330753386,689.5587158,5.54285717,7,1,30,30,2,3
3005,12.712,1.5958,1.723719205,756,0.331552088,695.4989014,5.523809433,7,1,31,30,2,3
3005,0.30325,1.2861,1.406320887,670,0.319403559,776.4976196,5.180952549,7,1,32,30,2,3
3005,8.348,2.7881,1.375182495,610,0.323484987,641.1481323,5.180952549,7,1,33,30,2,3
3005,0.381,1.5658,1.458805964,718,0.330435008,689.4102783,5.54285717,7,1,34,30,2,3
3005,12.096,1.7159,1.737610819,578,0.331547588,695.4901733,5.523809433,7,1,35,30,2,3
3005,0.30364,1.2861,1.420813425,705,0.319968015,776.4974976,5.180952549,7,1,36,30,2,3
3006,11.095,5.1812,1.262285024,135,0.301723212,1025.386353,5.114285946,7,2,2,26,4,3
3006,1.5782,3.6585,1.737469389,86,0.374845862,930.9179077,6.123809338,7,2,3,26,4,3
3006,13.445,2.0233,1.602696214,146,0.351096779,902.5713501,5.552381039,7,2,4,26,4,3
3006,1.7195,4.4246,1.543390396,101,0.337401539,1003.440552,5.133333206,7,2,5,26,4,3
3006,12.748,2.8164,1.690644681,225,0.350642324,898.359436,5.504761696,7,2,6,26,4,3
3006,0.18595,1.121,1.581867904,300,0.337518781,997.3850708,5.142857075,7,2,7,26,4,3
3006,9.7244,2.4568,1.42881689,65,0.339197934,839.7809448,5.190476418,7,2,8,26,4,3
3006,0.558,1.8161,1.400623659,16,0.34934929,885.5009766,5.523809433,7,2,9,26,4,3
3006,12.864,1.567,1.704187999,223,0.349987388,895.2593994,5.552381039,7,2,10,26,4,3
3006,0.30106,1.2828,1.444860956,314,0.337299407,1004.643372,5.142857075,7,2,11,26,4,3
3006,9.0245,2.6563,1.37759422,252,0.339068413,840.3226318,5.190476418,7,2,12,26,4,3
3006,0.55568,1.815,1.453502606,803,0.349183649,885.3237305,5.523809433,7,2,13,26,4,3
3006,12.86,1.5678,1.731981533,857,0.350037813,895.2768555,5.552381039,7,2,14,26,4,3
3006,12.035,1.2668,1.642824536,127,0.37622565,934.1450806,6.180952549,7,2,15,26,4,3
3006,8.6318,6.5861,1.240143073,200,0.393280864,769.4412842,4.695238113,7,2,16,26,4,3
3006,11.223,0.67067,1.52762251,301,0.372379184,945.6784668,6.133333206,7,2,17,26,4,3
3006,3.9687,3.6539,1.627268812,885,0.390302867,764.0768433,4.704761982,7,2,18,26,4,3
3006,8.554,3.7174,1.744430702,192,0.372370482,945.7557373,6.133333206,7,2,19,26,4,3
3006,3.4333,3.9534,1.782399354,828,0.390675038,764.3853149,4.704761982,7,2,20,26,4,3
3006,8.554,3.7174,1.774596922,131,0.3725335,945.7718506,6.133333206,7,2,21,26,4,3
3006,14.094,3.9534,1.834485393,967,0.390892863,739.4789429,4.971428394,7,2,22,26,4,3
3006,10.326,4.0192,1.778400331,420,0.372455239,918.6921387,6.114285946,7,2,23,26,4,3
3006,1.6822,5.3151,1.820322969,797,0.390560627,764.3849487,4.685714245,7,2,24,26,4,3
3006,0.56523,3.1275,1.7747192,257,0.372390479,944.7901611,6.133333206,7,2,25,26,4,3
3006,14.649,3.9143,1.529723929,130,0.383313566,1031.15918,4.638095379,7,2,26,26,4,3
3006,5.1853,7.7751,1.288101529,291,0.351274908,899.0214844,5.580952168,7,2,27,26,4,3
3006,0.84138,4.134,1.186462638,705,0.337654382,1004.038696,5.142857075,7,2,28,26,4,3
3006,8.0187,2.9561,1.335103396,787,0.339598417,839.7003174,5.190476418,7,2,29,26,4,3
