clip,run1_md5,run2_md5,max_abs_diff,bit_identical
Beethoven - Pathetique Sonata Op13 I. Grave - Allegro.wav,d8f10dc465fc2948627925653c8e8d18,d8f10dc465fc2948627925653c8e8d18,0.0,True
