subject,n_voxels_total,n_voxels_top5pct,r2_mi_top5pct,r2_mert_top5pct,r2_joint_top5pct,r2_mi_unique_top5pct,r2_mert_unique_top5pct,r2_shared_top5pct,r2_mi_unique_ci_lo,r2_mi_unique_ci_hi,r2_mi_unique_ci_excludes_0
sub-001,60784,3039,0.015202774666249752,0.035704296082258224,0.04373137280344963,0.008027074858546257,0.028528599068522453,0.007175699342042208,0.007444774976465851,0.008563249348662793,True
sub-003,64700,3235,0.06045805662870407,0.09755342453718185,0.10524938255548477,0.007695953827351332,0.0447913333773613,0.052762098610401154,0.007077358278911561,0.008342196000739932,True
sub-004,61899,3094,0.0227891206741333,0.03482455760240555,0.04372604936361313,0.008901484310626984,0.02093692496418953,0.013887636363506317,0.00830987871158868,0.00947251757606864,True
sub-005,53421,2671,0.021265005692839622,0.03731146454811096,0.045827485620975494,0.008516022004187107,0.024562478065490723,0.012748983688652515,0.007887809863314032,0.009161948412656783,True
