Unnamed: 0,id,rating,rating_sd,rating_se,dataset,chord_size,name,chord_nro,genre,register,pitchlow,pitchhigh,pitchrange,gill_09_harmonicity,har_18_harmonicity,milne_13_harmonicity,parn_88_root_ambig,parn_94_complex,stolz_15_periodicity,bowl_18_min_freq_dist,hutch_78_roughness,seth_93_roughness,vass_01_roughness,wang_13_roughness,jl_12_tonal,har_19_corpus,har_19_composite,sharpness,sproll,spflux,keyclar,spcentr,spirreg,Forte,neg_log_prob,CorpPop,CorpJazz,CorpClas,TDL,TDL1,register_N,midi,pc,r3_roughness,r3_sethares_dissonance,r3_helmholtz_kang,r3_stumpf_fusion,r3_sensory_pleasantness,r3_inharmonicity,r3_harmonic_deviation
128,te215c,4.77622377622378,0.774,0.141,bowl18,4,te215c,,,61,52,64,12,0.377777777777778,0.879161456178333,0.619101564205231,2.12132034355964,0.252434030044281,-3.11440934524794,32.039202616809,0.355838688102042,1.50738082894774,3.42589814382222,1.10572350594539,4,1.0,0.61391032183229,0.795759,1152.03,4.83215,0.571117,0.768896,0.397722,3-6,8.97748579111647,8.8785903016903,12.051101629319,8.97748579111647,1,1,7.42857142857143,52-60-62-64,0-8-10-12,0.663628339767456,0.8647116422653198,0.4105159342288971,0.23871463537216187,0.17665889859199524,0.7612853646278381,0.5042315721511841
129,tr21c,4.67237762237762,0.71438423,0.130428119,bowl18,3,tr21c,,,56,54,66,12,0.25,1.0943008651589,0.732423362285411,1.87082869338697,0.526552977382813,-3.05664166714744,22.6551374341554,0.265220303727421,0.626888645691976,1.17594805907073,0.659012139303779,4,1.94525976831915,1.24166674610338,0.778906,1113.0,6.27787,0.652199,0.749863,0.688565,2-2,5.48096108326621,7.28041317199458,2.04603276215678,5.48096108326621,1,1,1.0,54-56-66,0-2-12,0.41488832235336304,0.5700804591178894,0.3397153317928314,0.2083360105752945,0.34128615260124207,0.7916640639305115,0.5613235235214233
130,te71c,4.67237762237762,0.805,0.147,bowl18,4,te71c,,,58,55,66,11,0.016031746031746,0.751393406647986,0.640955610125411,2.22287572090485,0.176415888608148,-3.93872187554087,24.0022820091254,0.502737484426114,2.01255488632938,4.52912107515174,1.03370550771235,3,1.0,0.148515394308944,0.770526,991.537,10.9856,0.704082,0.690258,0.511597,4-11A,8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,3.57142857142857,55-57-59-66,0-2-4-11,0.7308820486068726,0.8941740989685059,0.37013474106788635,0.24592325091362,0.16186484694480896,0.7540767192840576,0.37963446974754333
131,te185c,4.67237762237762,0.664,0.121,bowl18,4,te185c,,,60,52,64,12,0.0266666666666667,0.842879489623361,0.685685156085516,2.04939015319192,0.118625232456181,-4.26920389926271,18.500573190789,0.372172139414783,1.40600470860633,3.22523075529044,1.17028209608969,4,1.0,0.522870833566452,0.787319,1159.09,10.4628,0.530537,0.802141,0.837936,3-5A,8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,6.14285714285714,52-57-63-64,0-5-11-12,0.5385335087776184,0.7158260345458984,0.5932299494743347,0.3896443247795105,0.32636216282844543,0.6103556156158447,0.6268104910850525
132,te192c,4.67237762237762,0.761,0.139,bowl18,4,te192c,,,61,54,64,10,0.0888888888888889,0.716686045757288,0.559941365521435,2.29128784747792,0.143870700153155,-4.31624807576234,32.039202616809,0.450658562608093,2.03134025997601,4.57810858246318,1.25998918354901,3,1.0,0.171107330235127,0.81107,1114.34,4.94436,0.481488,0.762,0.600534,4-21,8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,7.42857142857143,54-60-62-64,0-6-8-10,0.8560362458229065,0.9619384407997131,0.4465104043483734,0.21156398952007294,0.1074625551700592,0.7884359955787659,0.37030792236328125
133,te206c,4.67237762237762,0.805,0.147,bowl18,4,te206c,,,61,53,64,11,0.137962962962963,0.751393406647986,0.640955610125411,2.36643191323985,0.0957773857762567,-4.29248125036058,32.039202616809,0.456250946382332,1.92618148862238,4.25882530762833,1.1170463347584,3,1.0,0.223824062879322,0.787578,1051.09,6.5649,0.693434,0.718988,0.551206,4-11B,8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,7.42857142857143,53-60-62-64,0-7-9-11,0.6047859787940979,0.8707152605056763,0.3978921175003052,0.28168225288391113,0.19024375081062317,0.7183176875114441,0.3838627338409424
134,te92c,4.56853146853147,0.791,0.145,bowl18,4,te92c,,,59,54,64,10,0.0988888888888889,0.716686045757288,0.559941365521435,2.29128784747792,0.0873240722207833,-4.65689059560852,22.6551374341554,0.495747904457715,2.04393811497934,4.45280285909363,1.24515987071497,3,1.0,0.0980621338341473,0.773204,1042.68,5.90235,0.563299,0.741623,0.460037,4-21,8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,4.85714285714286,54-56-62-64,0-2-8-10,0.8755251169204712,0.9701327681541443,0.48142892122268677,0.24250054359436035,0.11492050439119339,0.7574994564056396,0.35044097900390625
135,te93c,4.56853146853147,0.648,0.118,bowl18,4,te93c,,,59,54,65,11,0.0319444444444444,0.62087737611148,0.549232913137562,2.54195563720897,0.0569722810352963,-4.68016794670639,22.6551374341554,0.467110698494197,1.96143237601515,4.2413767256955,1.16819848019611,7,1.0,-0.0260774136197668,0.760511,928.619,11.7828,0.396607,0.684311,0.456904,4-12B,8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,2,0,4.85714285714286,54-56-62-65,0-2-8-11,0.7796634435653687,0.9229227900505066,0.47476744651794434,0.2362612634897232,0.14075078070163727,0.7637386918067932,0.389177531003952
136,tr54c,4.56748251853147,0.912870929,0.166666667,bowl18,3,tr54c,,,61,54,64,10,0.0508928571428571,0.934734306954438,0.70414111353318,1.92506684375924,0.203655785108352,-3.79958123064606,52.4449259359978,0.179225892234607,0.841647859712781,1.90041741490266,1.00061215266479,3,4.99609207960734,1.41332893919733,0.7903,1115.02,4.19699,0.815257,0.783548,0.574673,3-7B,3.87008572567373,6.41900145988659,12.051101629319,3.87008572567373,1,1,7.42857142857143,54-61-64,0-7-10,0.36025193333625793,0.6699926257133484,0.42202648520469666,0.22831317782402039,0.28932973742485046,0.7716867923736572,0.42143353819847107
137,tr31c,4.46258741153846,0.776079152,0.141692019,bowl18,3,tr31c,,,61,57,62,5,0.0244907407407407,0.898206959300817,0.709916008353518,2.04939015319192,0.164224488281669,-3.58496250072116,16.4821369405355,0.410923760562206,1.19225765884192,3.16141680729997,1.03464972459698,3,1.0,0.558571480314513,0.780896,1103.58,9.55391,0.563296,0.766601,0.302048,3-4B,8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,7.42857142857143,57-61-62,0-4-5,0.5312976837158203,0.7257799506187439,0.472675621509552,0.1816842406988144,0.23720572888851166,0.8183158040046692,0.4603406488895416
138,te30c,4.46153846153846,0.507,0.093,bowl18,4,te30c,,,59,56,64,8,0.0566666666666667,0.815233587107258,0.593204732098434,2.16024689946929,0.0780729995463553,-3.90689059560852,12.3476512100274,0.430208374492795,1.99922049413312,5.09951882758352,1.06099148043968,1,5.65239829253021,0.862090540012824,0.774796,1104.25,6.67486,0.872173,0.773331,0.644017,4-20,3.50094154161012,3.54780574500476,3.45232845091035,3.50094154161012,1,1,4.85714285714286,56-57-61-64,0-1-5-8,0.5677365660667419,0.8462345600128174,0.5687131881713867,0.3990804851055145,0.25189149379730225,0.6009195446968079,0.385126531124115
139,te100c,4.46153846153846,0.681,0.124,bowl18,4,te100c,,,60,53,65,12,0.261111111111111,0.759117620523861,0.610642420173434,2.29128784747792,0.0655361533992927,-3.43872187554087,19.600674520134,0.513297870300937,1.49958712790182,3.10710235033228,1.14703914675561,4,1.0,0.145155971634831,0.747241,892.619,6.4564,0.59308,0.642753,0.746801,3-2A,8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,6.14285714285714,53-55-64-65,0-2-11-12,0.6645959615707397,0.8026503920555115,0.39559897780418396,0.17542122304439545,0.18857824802398682,0.8245788216590881,0.578112006187439
140,te104c,4.46153846153846,0.776,0.142,bowl18,4,te104c,,,60,56,64,8,0.0425,0.754353510193137,0.636943902696878,2.16024689946929,0.111572735225512,-4.9024101186092,14.6839146725366,0.462508906616328,2.16862907676248,5.51395708509788,1.08855400846463,7,1.0,0.218954861338292,0.776757,1049.74,4.99163,0.624567,0.730855,0.973657,4-19B,8.97748579111647,8.98395081734813,8.4675826908629,8.97748579111647,2,0,6.14285714285714,56-59-60-64,0-3-4-8,0.7149041295051575,0.8787559270858765,0.5905001163482666,0.3100696802139282,0.19677431881427765,0.6899303197860718,0.40245169401168823
141,te170c,4.46153846153846,0.973,0.178,bowl18,4,te170c,,,60,54,66,12,0.040952380952381,0.842879489623361,0.685685156085516,2.04939015319192,0.221154982637218,-4.77824730240108,14.6839146725366,0.371293091339303,1.45474665808648,3.47380896197484,1.0658341745526,4,2.38478053078751,0.667894526684672,0.787937,1113.33,6.40412,0.75063,0.725041,0.514732,3-5B,8.97748579111647,9.79488103356445,12.051101629319,8.97748579111647,1,1,6.14285714285714,54-59-60-66,0-5-6-12,0.6178573966026306,0.7297157049179077,0.5186753273010254,0.19219981133937836,0.23905055224895477,0.8078001141548157,0.5277934670448303
142,tr4c,4.35769230769231,0.661763579,0.120820947,bowl18,3,tr4c,,,59,58,63,5,0.1,0.898206959300817,0.709916008353518,2.04939015319192,0.228699436160992,-3.90689059560852,13.8597698690171,0.408485277793912,1.16522475878108,3.16503305081648,0.95493456553087,3,1.0,0.562521847417332,0.817412,1239.51,4.72766,0.614358,0.767561,0.19278,3-4A,8.97748579111647,10.0825631060162,12.051101629319,8.97748579111647,1,1,4.85714285714286,58-59-63,0-1-5,0.5933863520622253,0.7458822131156921,0.4496505558490753,0.19828516244888306,0.23178477585315704,0.8017148375511169,0.3934705853462219
143,te60c,4.35769230769231,0.885,0.162,bowl18,4,te60c,,,58,56,64,8,0.0466666666666667,0.712418541856751,0.617308583056919,2.16024689946929,0.0762968517099173,-5.01064997042823,13.8597698690171,0.583861525310971,2.28587189127949,5.72982804157902,1.22685207503306,1,1.0,-0.0522786669979171,0.797712,1171.54,4.94581,0.548237,0.745358,0.966791,4-29B,8.97748579111647,8.23673641551791,11.3579544487591,8.97748579111647,1,1,3.57142857142857,56-58-59-64,0-2-3-8,0.8511356115341187,0.9462233185768127,0.4561362862586975,0.26756706833839417,0.1392928659915924,0.7324329614639282,0.40676459670066833
144,te68c,4.35769230769231,0.662,0.121,bowl18,4,te68c,,,59,56,64,8,0.173333333333333,0.713211751073517,0.555940435146082,2.36643191323985,0.133458537807939,-4.7839273215261,25.4295319690724,0.461730745295113,2.16636048435861,5.2238224869151,1.33602058363703,7,1.94525976831915,0.245008295865938,0.816439,1252.96,5.01669,0.49612,0.807384,0.638134,4-24,8.97748579111647,6.82446656799475,5.92641823842481,8.97748579111647,2,0,4.85714285714286,56-58-60-64,0-2-4-8,0.7950960993766785,0.9545354843139648,0.5726867914199829,0.2701554000377655,0.13534091413021088,0.7298445701599121,0.41331884264945984
145,te99c,4.35769230769231,0.712,0.13,bowl18,4,te99c,,,59,53,65,12,0.0555555555555556,0.879161456178333,0.619101564205231,2.12132034355964,0.235549635931991,-4.24592654816484,21.3836022743727,0.398394852739784,1.42059745101222,2.82554452237663,1.17720343541604,4,3.06317911550661,0.758917421912012,0.740402,883.871,6.17751,0.598418,0.637758,0.619725,3-6,8.97748579111647,8.8785903016903,12.051101629319,8.97748579111647,1,1,4.85714285714286,53-55-63-65,0-2-10-12,0.7532902956008911,0.8870058655738831,0.4012831747531891,0.1751428097486496,0.13785363733768463,0.8248571753501892,0.5500969886779785
146,te142c,4.35769230769231,0.923,0.168,bowl18,4,te142c,,,60,55,66,11,0.0421428571428571,0.768208277291536,0.593454267320328,2.36643191323985,0.119514565014494,-4.76920389926271,14.6839146725366,0.496436501735973,1.93348725454795,4.59393947218875,1.11004805497472,4,1.0,0.188652236483253,0.771308,991.2,10.684,0.666954,0.671928,0.43768,4-8,8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,6.14285714285714,55-59-60-66,0-4-5-11,0.6299542188644409,0.7912883758544922,0.47440916299819946,0.17625682055950165,0.19572974741458893,0.8237431049346924,0.3993643522262573
147,te202c,4.35769230769231,0.607,0.111,bowl18,4,te202c,,,60,53,63,10,0.222222222222222,0.751393406647986,0.640955610125411,2.22287572090485,0.0556337879416415,-4.26064997042823,15.5570656762735,0.557748466469366,2.14891305104207,5.0724975736809,1.23138079927846,3,1.0,0.0593970390009093,0.765041,1069.26,6.61163,0.661059,0.71794,0.23263,4-11A,8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,6.14285714285714,53-60-61-63,0-7-8-10,0.734285295009613,0.9221128225326538,0.5038057565689087,0.22241230309009552,0.13569724559783936,0.7775877118110657,0.37951695919036865
148,te96c,4.25384615384615,0.691,0.126,bowl18,4,te96c,,,60,54,65,11,0.111904761904762,0.723176680602415,0.621537043992771,2.22287572090485,0.140300564699459,-4.87744375108173,22.6551374341554,0.476643261437113,1.86406438974133,3.95979131388268,1.08979148043299,3,1.0,0.140564685861343,0.765039,1042.34,10.3565,0.599566,0.700987,0.417083,4-10,8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,6.14285714285714,54-56-63-65,0-2-9-11,0.654405415058136,0.824578583240509,0.3711779713630676,0.18877765536308289,0.18076397478580475,0.8112223148345947,0.44241806864738464
149,te168c,4.25384615384615,0.691,0.126,bowl18,4,te168c,,,60,54,64,10,0.0457142857142857,0.792841884635678,0.678210185899313,2.29128784747792,0.126165301523145,-5.17448792758137,14.6839146725366,0.452329311832427,2.02137791064851,4.87882758356614,1.08386171760838,4,1.0,0.303952276423846,0.801805,1115.02,6.2294,0.724624,0.746712,0.762317,4-16A,8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,6.14285714285714,54-59-60-64,0-5-6-10,0.752064049243927,0.8723434209823608,0.5249012112617493,0.21056333184242249,0.16081932187080383,0.7894366979598999,0.3752569556236267
150,te171c,4.25384615384615,0.74,0.135,bowl18,4,suspended 4th + m6,,,61,55,63,8,0.0777777777777778,0.801958787793059,0.706575278810354,2.29128784747792,0.115093945643359,-4.76064997042823,17.4622158046733,0.517742439452141,2.12473375927459,5.27227372955255,1.03171013268469,3,1.59639251268661,0.276054722667786,0.77183,983.125,10.2874,0.739688,0.704359,0.528815,4-14A,8.97748579111647,6.51773630057228,10.6648072681991,8.97748579111647,1,1,7.42857142857143,55-60-62-63,0-5-7-8,0.7513626217842102,0.9200704097747803,0.4933398962020874,0.28090399503707886,0.16031934320926666,0.7190960049629211,0.388628214597702
151,te187c,4.25384615384615,0.64,0.117,bowl18,4,te187c,,,60,54,63,9,0.120833333333333,0.690686465348618,0.6227306588088,2.36643191323985,0.0847720329003922,-4.6172832549574,15.5570656762735,0.526246500308804,2.14975528574517,5.2498575262366,1.17042739904899,3,1.0,0.002376828145523,0.788712,1115.35,8.35963,0.704863,0.765229,0.330721,4-13A,8.97748579111647,9.79488103356445,12.051101629319,8.97748579111647,1,1,6.14285714285714,54-60-61-63,0-6-7-9,0.7243919968605042,0.9054564833641052,0.5108374953269958,0.23932106792926788,0.15245459973812103,0.7606788873672485,0.38356539607048035
152,tr20c,4.14790209685315,0.808716878,0.147650826,bowl18,3,tr20c,,,57,55,66,11,0.0507936507936508,0.759117620523861,0.610642420173434,2.29128784747792,0.285769405640487,-3.58496250072116,24.0022820091254,0.406858087492008,1.02520753162798,2.12680096064634,1.00012726762538,4,1.0,0.317589511829006,0.781955,998.939,10.2578,0.566426,0.731847,0.537476,3-2A,8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,2.28571428571429,55-57-66,0-2-11,0.6318499445915222,0.7389437556266785,0.3554689586162567,0.17074790596961975,0.22493287920951843,0.8292520642280579,0.38492172956466675
153,te32c,4.14685314685315,0.556,0.102,bowl18,4,te32c,,,58,55,65,10,0.0583333333333333,0.801958787793059,0.706575278810354,2.29128784747792,0.129050794620365,-5.09561247114939,11.6546307990979,0.437821734908631,1.9611051281885,4.71315544866275,1.02834666439248,3,2.54165228100576,0.503549078375025,0.757729,953.854,10.2584,0.637473,0.659572,0.601976,4-14A,8.97748579111647,6.51773630057228,10.6648072681991,8.97748579111647,1,1,3.57142857142857,55-56-60-65,0-1-5-10,0.6227956414222717,0.8751884698867798,0.4397927522659302,0.2624441683292389,0.17986458539962769,0.7375558614730835,0.39211177825927734
154,te116c,4.14685314685315,0.765,0.14,bowl18,4,minor triad (r) + tt,,,60,56,63,7,0.0420833333333333,0.693042188490329,0.620735576199436,2.36643191323985,0.0999015047571065,-5.17000745058205,17.4622158046733,0.468933562243408,2.17373960230222,5.56414161383257,1.13301496183898,7,1.0,0.0994173831091951,0.751977,992.21,9.87872,0.57498,0.703514,0.51292,4-18B,8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,2,0,6.14285714285714,56-59-62-63,0-3-6-7,0.7809095978736877,0.9265226125717163,0.506312370300293,0.28145283460617065,0.156667560338974,0.7185471653938293,0.4429752826690674
155,te132c,4.14685314685315,0.669,0.122,bowl18,4,te132c,,,60,54,65,11,0.125714285714286,0.62087737611148,0.549232913137562,2.36643191323985,0.0803002589145497,-5.5339273215261,35.0027886441828,0.448347581102146,1.94306466465319,4.15756353691714,1.12410866791217,7,1.0,0.0043190290599245,0.782024,1103.24,9.82935,0.488698,0.721166,0.615967,4-12A,8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,2,0,6.14285714285714,54-57-63-65,0-3-9-11,0.7863756418228149,0.9033026099205017,0.4673174321651459,0.26759129762649536,0.16505494713783264,0.7324086427688599,0.4656326472759247
156,te186c,4.14685314685315,0.669,0.122,bowl18,4,te186c,,,60,54,62,8,0.032390873015873,0.70305787527733,0.62355296685609,2.36643191323985,0.0571667528228036,-5.67000745058205,15.5570656762735,0.730679261863681,2.38515771878265,5.94121905835247,1.31930089602121,12,1.0,-0.306786178147949,0.790002,1112.66,11.0203,0.62997,0.745312,0.354616,4-5A,8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,3,0,6.14285714285714,54-60-61-62,0-6-7-8,0.8302605152130127,0.9361828565597534,0.5334357023239136,0.16951878368854523,0.10609780251979828,0.8304811716079712,0.3598792552947998
157,te15c,4.04300699300699,0.695,0.127,bowl18,4,te15c,,,59,57,65,8,0.112592592592593,0.801958787793059,0.706575278810354,2.16024689946929,0.144878223648519,-4.09113199415007,13.081880759045,0.53089092154092,2.10228303780514,5.35453638405748,0.998691787058477,1,1.0,0.192909054024228,0.822505,1103.91,4.81757,0.749762,0.754875,0.81984,4-14B,8.97748579111647,5.17976051672319,12.051101629319,8.97748579111647,1,1,4.85714285714286,57-58-60-65,0-1-3-8,0.6648895740509033,0.8647462725639343,0.5153394937515259,0.31484049558639526,0.2070884108543396,0.6851595044136047,0.3893619477748871
158,te29c,4.04300699300699,0.695,0.127,bowl18,4,suspended 4th + m2,,,59,56,63,7,0.113333333333333,0.792841884635678,0.678210185899313,2.29128784747792,0.108176228139285,-5.09113199415007,12.3476512100274,0.500472902780622,2.1139510212245,5.39302460080453,1.04307970674498,4,1.0,0.2259591651474,0.7657,1104.25,6.61945,0.739263,0.761041,0.368457,4-16A,8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,4.85714285714286,56-57-61-63,0-1-5-7,0.752804696559906,0.8893284201622009,0.46211689710617065,0.27103331685066223,0.17481626570224762,0.7289666533470154,0.38676655292510986
159,te57c,4.04300699300699,0.788,0.144,bowl18,4,te57c,,,60,57,62,5,0.0740740740740741,0.723176680602415,0.621537043992771,2.22287572090485,0.0400517024939946,-5.61888982224726,14.6839146725366,0.662914015091654,2.56482213019299,6.65628942356486,1.29220368616042,3,1.0,-0.161195846147139,0.797973,1103.24,6.91737,0.597933,0.737771,0.611659,4-10,8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,6.14285714285714,57-59-60-62,0-2-3-5,0.8833960890769958,0.9689024090766907,0.4428507387638092,0.20474028587341309,0.1005546972155571,0.7952596545219421,0.3523922860622406
160,te141c,4.04300699300699,0.947,0.173,bowl18,4,te141c,,,60,55,65,10,0.06875,0.792841884635678,0.678210185899313,2.29128784747792,0.104371787449691,-5.03840779852542,14.6839146725366,0.451498629999862,1.99663279886036,4.84312152928192,1.01374372724629,4,1.0,0.305297989515174,0.761003,962.265,7.05171,0.418047,0.636593,0.311017,4-16B,8.97748579111647,10.4880282141244,12.051101629319,8.97748579111647,1,1,6.14285714285714,55-59-60-65,0-4-5-10,0.661522626876831,0.8638952970504761,0.44376328587532043,0.2245955467224121,0.17150110006332397,0.7754044532775879,0.37692952156066895
161,te199c,4.04300699300699,0.83,0.152,bowl18,4,te199c,,,60,52,64,12,0.08,0.802289788464618,0.631533057415607,2.20139815711603,0.197624428169837,-3.4857660520405,35.9627889954623,0.276888304013477,1.40996732154807,3.12264796564174,1.00929833993615,3,1.0,0.604985056334005,0.805494,1159.09,4.8146,0.430237,0.784989,0.565734,3-8B,8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,6.14285714285714,52-58-62-64,0-6-10-12,0.5394920110702515,0.8343524932861328,0.3943714201450348,0.2518308460712433,0.20012082159519196,0.7481691837310791,0.5413049459457397
162,te47c,3.93916083916084,0.718,0.131,bowl18,4,te47c,,,60,55,65,10,0.0555555555555556,0.751393406647986,0.640955610125411,2.36643191323985,0.117099544357496,-4.6993718459691,11.6546307990979,0.520608975878682,1.92472232588677,4.44406973464315,1.09258210719916,3,1.0,0.119563394799061,0.74316,936.021,9.9782,0.515625,0.659146,0.456158,4-11B,8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,6.14285714285714,55-56-63-65,0-1-8-10,0.7454075217247009,0.8857729434967041,0.4661305844783783,0.1847490817308426,0.14243587851524353,0.8152509927749634,0.44942420721054077
163,te157c,3.93916083916084,0.49,0.089,bowl18,4,augmented triad + M7,,,60,54,65,11,0.0311507936507937,0.754353510193137,0.636943902696878,2.16024689946929,0.113110471847181,-4.49144607116552,48.0846694032278,0.320063891091608,1.78944129411519,4.02902956658819,0.920812375526584,7,2.67428545596906,0.62333809276502,0.809423,941.741,11.6815,0.549823,0.708756,0.706388,4-19B,8.97748579111647,8.98395081734813,8.4675826908629,8.97748579111647,2,0,6.14285714285714,54-58-62-65,0-4-8-11,0.540233850479126,0.7999946475028992,0.5353448987007141,0.4219684898853302,0.28879061341285706,0.5780315399169922,0.43050479888916016
164,te193c,3.93916083916084,0.556,0.102,bowl18,4,te193c,,,60,53,64,11,0.015625,0.719599648918748,0.62006263665824,2.36643191323985,0.0704480928056054,-5.33952542686021,30.24098034881,0.437472225389417,1.97775170004201,4.39964127152076,1.20425525084478,12,1.0,0.197655322929049,0.767807,1051.09,6.96533,0.291478,0.685846,0.465684,4-15B,8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,3,0,6.14285714285714,53-59-61-64,0-6-8-11,0.8034381866455078,0.9330146312713623,0.4561477303504944,0.2752254605293274,0.1502813994884491,0.7247745990753174,0.36402514576911926
165,te203c,3.93916083916084,0.718,0.131,bowl18,4,te203c,,,60,53,64,11,0.0558333333333333,0.715761225865772,0.619526938245365,2.36643191323985,0.0609200593891192,-5.07192809488736,15.5570656762735,0.52069703545424,2.02591469485074,4.75419502903264,1.16123258538803,7,1.0,0.0559981768712777,0.782702,1067.91,7.14412,0.648736,0.727711,0.52071,4-7,8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,2,0,6.14285714285714,53-60-61-64,0-7-8-11,0.6751759648323059,0.8441488146781921,0.6008734703063965,0.2389432042837143,0.18908801674842834,0.7610567212104797,0.38898569345474243
166,tr58c,3.93811188916084,0.718395402,0.131160456,bowl18,3,tr58c,,,61,53,63,10,0.377777777777778,0.879161456178333,0.619101564205231,2.12132034355964,0.204937309090937,-3.3785697620348,33.9443527452088,0.326415010765374,1.01470223243817,2.11994751403701,0.946011676758993,4,1.0,0.661576980996754,0.750609,1052.1,4.81661,0.579618,0.711373,0.274612,3-6,8.97748579111647,8.8785903016903,12.051101629319,8.97748579111647,1,1,7.42857142857143,53-61-63,0-8-10,0.7117888331413269,0.8519530296325684,0.3845943212509155,0.1539320945739746,0.1504010111093521,0.8460679054260254,0.41343724727630615
